AwayAerialswon,AwayBallpossession,AwayDuelswon,AwayFouls,AwayInterceptions,AwayPossessionlost,AwayTackles,AwayTeam,Date,HomeAerialswon,HomeBallpossession,HomeDuelswon,HomeFouls,HomeInterceptions,HomePossessionlost,HomeTackles,HomeTeam,Round
-1,50%,60,12,-1,-1,-1,Real Sociedad,13/05/16,-1,50%,56,17,-1,-1,-1,Valencia,Round 38
-1,60%,39,9,-1,-1,-1,Real Madrid,14/05/16,-1,40%,41,6,-1,-1,-1,Deportivo,Round 38
-1,66%,54,10,-1,-1,-1,Barcelona,14/05/16,-1,34%,39,12,-1,-1,-1,Granada,Round 38
-1,43%,49,11,-1,-1,-1,Sevilla,14/05/16,-1,57%,42,13,-1,-1,-1,Athletic Club,Round 38
-1,55%,55,16,-1,-1,-1,Celta,14/05/16,-1,45%,70,16,-1,-1,-1,Atl. Madrid,Round 38
-1,64%,46,10,-1,-1,-1,Las Palmas,15/05/16,-1,36%,32,16,-1,-1,-1,Málaga,Round 38
-1,51%,53,14,-1,-1,-1,Eibar,15/05/16,-1,49%,57,10,-1,-1,-1,Espanyol,Round 38
-1,45%,54,8,-1,-1,-1,Levante,15/05/16,-1,55%,55,12,-1,-1,-1,Rayo Vallecano,Round 38
-1,40%,48,27,-1,-1,-1,Getafe,15/05/16,-1,60%,75,8,-1,-1,-1,Betis,Round 38
-1,48%,45,6,-1,-1,-1,Villarreal,15/05/16,-1,52%,49,9,-1,-1,-1,Sporting,Round 38
-1,33%,54,25,-1,-1,-1,Espanyol,8/5/2016,-1,67%,56,14,-1,-1,-1,Barcelona,Round 37
-1,45%,48,10,-1,-1,-1,Málaga,8/5/2016,-1,55%,52,11,-1,-1,-1,Celta,Round 37
-1,41%,44,9,-1,-1,-1,Betis,8/5/2016,-1,59%,47,15,-1,-1,-1,Eibar,Round 37
-1,42%,50,13,-1,-1,-1,Sporting,8/5/2016,-1,58%,51,15,-1,-1,-1,Getafe,Round 37
-1,40%,50,18,-1,-1,-1,Athletic Club,8/5/2016,-1,60%,53,9,-1,-1,-1,Las Palmas,Round 37
-1,45%,47,11,-1,-1,-1,Atl. Madrid,8/5/2016,-1,55%,45,8,-1,-1,-1,Levante,Round 37
-1,53%,40,11,-1,-1,-1,Valencia,8/5/2016,-1,47%,49,10,-1,-1,-1,Real Madrid,Round 37
-1,62%,58,12,-1,-1,-1,Rayo Vallecano,8/5/2016,-1,38%,63,7,-1,-1,-1,Real Sociedad,Round 37
-1,40%,58,11,-1,-1,-1,Granada,8/5/2016,-1,60%,53,18,-1,-1,-1,Sevilla,Round 37
-1,35%,41,4,-1,-1,-1,Deportivo,8/5/2016,-1,65%,35,14,-1,-1,-1,Villarreal,Round 37
-1,56%,58,17,-1,-1,-1,Eibar,29/04/16,-1,44%,47,16,-1,-1,-1,Sporting,Round 36
-1,55%,65,17,-1,-1,-1,Real Madrid,30/04/16,-1,45%,57,15,-1,-1,-1,Real Sociedad,Round 36
-1,63%,60,12,-1,-1,-1,Rayo Vallecano,30/04/16,-1,37%,62,14,-1,-1,-1,Atl. Madrid,Round 36
-1,74%,53,11,-1,-1,-1,Barcelona,30/04/16,-1,26%,41,9,-1,-1,-1,Betis,Round 36
-1,64%,38,9,-1,-1,-1,Las Palmas,30/04/16,-1,36%,44,11,-1,-1,-1,Granada,Round 36
-1,43%,45,19,-1,-1,-1,Celta,1/5/2016,-1,57%,59,12,-1,-1,-1,Athletic Club,Round 36
-1,58%,64,15,-1,-1,-1,Sevilla,1/5/2016,-1,42%,66,20,-1,-1,-1,Espanyol,Round 36
-1,47%,45,19,-1,-1,-1,Getafe,1/5/2016,-1,53%,69,7,-1,-1,-1,Deportivo,Round 36
-1,45%,50,11,-1,-1,-1,Villarreal,1/5/2016,-1,55%,48,15,-1,-1,-1,Valencia,Round 36
-1,42%,56,10,-1,-1,-1,Levante,2/5/2016,-1,58%,59,18,-1,-1,-1,Málaga,Round 36
-1,38%,44,9,-1,-1,-1,Espanyol,22/04/16,-1,62%,57,14,-1,-1,-1,Las Palmas,Round 35
