AwayAerialswon,AwayBallpossession,AwayDuelswon,AwayFouls,AwayInterceptions,AwayPossessionlost,AwayTackles,AwayTeam,Date,HomeAerialswon,HomeBallpossession,HomeDuelswon,HomeFouls,HomeInterceptions,HomePossessionlost,HomeTackles,HomeTeam,Round
25,51%,62,18,20,137,11,Athletic Club,29/03/19,17,49%,51,18,8,139,13,Girona,Round 29
29,44%,63,25,7,153,19,Leganés,30/03/19,21,56%,57,15,8,169,8,Getafe,Round 29
13,31%,54,14,19,128,21,Espanyol,30/03/19,12,69%,60,15,9,135,15,Barcelona,Round 29
12,37%,45,8,5,118,18,Villarreal,30/03/19,24,63%,59,7,17,132,19,Celta,Round 29
21,56%,45,8,10,141,14,Atl. Madrid,30/03/19,24,44%,58,10,6,161,16,Alavés,Round 29
32,60%,68,12,11,175,18,Eibar,31/03/19,12,40%,46,9,12,162,18,Levante,Round 29
9,55%,65,9,10,156,29,Betis,31/03/19,14,45%,59,22,15,151,25,Rayo Vallecano,Round 29
13,40%,58,9,13,137,17,Valencia,31/03/19,13,60%,43,18,7,159,11,Sevilla,Round 29
15,60%,58,8,8,141,16,Real Sociedad,31/03/19,14,40%,55,18,7,137,26,Real Valladolid,Round 29
17,29%,51,18,17,116,20,Huesca,31/03/19,8,71%,46,9,7,126,12,Real Madrid,Round 29
13,42%,47,12,9,142,17,Levante,15/03/19,17,58%,53,10,8,139,13,Real Sociedad,Round 28
29,46%,71,23,7,148,13,Alavés,16/03/19,24,54%,60,21,9,149,11,Huesca,Round 28
10,47%,47,8,13,113,13,Celta,16/03/19,6,53%,40,15,8,115,16,Real Madrid,Round 28
22,53%,58,4,9,170,17,Atl. Madrid,16/03/19,27,47%,53,12,14,141,18,Athletic Club,Round 28
26,47%,66,6,11,147,18,Girona,16/03/19,35,53%,71,20,12,156,21,Leganés,Round 28
22,38%,66,14,14,146,21,Real Valladolid,17/03/19,36,62%,69,16,8,186,7,Eibar,Round 28
25,50%,62,14,9,153,14,Sevilla,17/03/19,24,50%,64,11,14,153,18,Espanyol,Round 28
19,38%,50,22,8,172,17,Getafe,17/03/19,32,62%,75,13,9,167,12,Valencia,Round 28
10,46%,64,7,14,134,23,Rayo Vallecano,17/03/19,9,54%,44,16,9,130,22,Villarreal,Round 28
12,44%,44,11,16,104,14,Barcelona,17/03/19,5,56%,44,10,21,113,19,Betis,Round 28
22,35%,49,20,14,132,11,Espanyol,8/3/2019,29,65%,84,13,9,159,19,Athletic Club,Round 27
27,57%,61,18,7,182,16,Eibar,9/3/2019,43,43%,78,10,13,175,15,Alavés,Round 27
14,55%,37,7,20,158,9,Leganés,9/3/2019,20,45%,57,9,15,135,19,Atl. Madrid,Round 27
8,32%,53,17,15,112,23,Rayo Vallecano,9/3/2019,5,68%,53,12,10,128,23,Barcelona,Round 27
28,44%,75,17,4,164,23,Huesca,9/3/2019,30,56%,70,14,6,195,14,Getafe,Round 27
12,63%,60,16,8,105,19,Betis,10/3/2019,11,37%,44,17,12,104,13,Celta,Round 27
15,40%,48,10,12,122,11,Valencia,10/3/2019,26,60%,58,13,4,130,15,Girona,Round 27
25,49%,59,21,13,118,16,Villarreal,10/3/2019,7,51%,49,8,15,150,11,Levante,Round 27
20,51%,53,13,11,132,14,Real Sociedad,10/3/2019,11,49%,48,12,11,143,10,Sevilla,Round 27
17,63%,59,12,9,112,14,Real Madrid,10/3/2019,10,37%,57,14,7,110,24,Real Valladolid,Round 27
19,46%,60,23,6,121,20,Girona,1/3/2019,24,54%,67,17,6,146,8,Rayo Vallecano,Round 26
15,47%,48,8,11,127,11,Real Valladolid,2/3/2019,25,53%,52,17,8,133,10,Espanyol,Round 26
29,41%,63,12,12,147,17,Alavés,2/3/2019,34,59%,73,15,12,156,19,Villarreal,Round 26
23,72%,66,16,7,178,14,Sevilla,2/3/2019,22,28%,53,15,18,161,14,Huesca,Round 26
10,52%,59,13,9,129,24,Barcelona,2/3/2019,10,48%,48,16,10,135,19,Real Madrid,Round 26
28,38%,65,16,9,158,17,Celta,3/3/2019,23,62%,64,14,3,189,13,Eibar,Round 26
25,36%,62,14,13,170,12,Getafe,3/3/2019,24,64%,77,14,10,160,27,Betis,Round 26
15,39%,50,17,9,121,22,Atl. Madrid,3/3/2019,20,61%,67,12,8,137,18,Real Sociedad,Round 26
21,50%,48,13,13,131,10,Athletic Club,3/3/2019,11,50%,46,12,8,130,16,Valencia,Round 26
12,61%,45,10,5,147,10,Levante,4/3/2019,22,39%,61,15,7,129,21,Leganés,Round 26
18,32%,48,16,11,131,15,Huesca,22/02/19,17,68%,69,9,9,145,19,Espanyol,Round 25
16,58%,49,13,8,156,15,Rayo Vallecano,23/02/19,21,42%,53,12,10,160,19,Getafe,Round 25
21,61%,50,11,16,131,10,Barcelona,23/02/19,13,39%,40,15,15,129,16,Sevilla,Round 25
27,53%,72,9,17,143,21,Celta,23/02/19,19,47%,54,15,7,148,19,Alavés,Round 25
31,55%,56,17,6,189,12,Eibar,23/02/19,44,45%,76,10,17,184,10,Athletic Club,Round 25
21,51%,69,10,8,139,18,Valencia,24/02/19,37,49%,72,14,16,135,16,Leganés,Round 25
19,49%,47,10,8,123,15,Villarreal,24/02/19,19,51%,53,9,8,107,13,Atl. Madrid,Round 25
17,52%,47,9,10,117,12,Betis,24/02/19,6,48%,40,10,11,147,18,Real Valladolid,Round 25
15,61%,54,11,10,116,13,Real Madrid,24/02/19,7,39%,45,17,5,133,13,Levante,Round 25
25,55%,67,15,12,139,11,Real Sociedad,25/02/19,24,45%,59,26,17,131,17,Girona,Round 25
40,42%,83,12,11,217,26,Getafe,15/02/19,46,58%,81,13,9,244,16,Eibar,Round 24
9,43%,50,17,9,109,13,Levante,16/02/19,7,57%,57,12,6,118,17,Celta,Round 24
21,51%,67,14,22,172,25,Atl. Madrid,16/02/19,13,49%,71,10,16,158,24,Rayo Vallecano,Round 24
16,39%,47,16,13,140,17,Leganés,16/02/19,12,61%,61,10,13,146,17,Real Sociedad,Round 24
10,39%,60,18,21,139,31,Real Valladolid,16/02/19,12,61%,62,12,15,137,18,Barcelona,Round 24
16,43%,49,18,13,111,10,Girona,17/02/19,24,57%,62,13,7,126,12,Real Madrid,Round 24
23,49%,56,10,18,140,14,Espanyol,17/02/19,31,51%,77,12,12,162,19,Valencia,Round 24
26,58%,48,12,10,136,17,Sevilla,17/02/19,19,42%,63,7,11,127,21,Villarreal,Round 24
9,34%,38,12,11,123,12,Alavés,17/02/19,16,66%,52,10,9,129,13,Betis,Round 24
35,50%,71,11,9,153,13,Athletic Club,18/02/19,31,50%,68,16,10,158,12,Huesca,Round 24
20,52%,50,18,10,145,11,Villarreal,8/2/2019,11,48%,49,13,15,153,15,Real Valladolid,Round 23
23,52%,62,13,4,151,18,Celta,9/2/2019,24,48%,55,16,15,161,16,Getafe,Round 23
18,66%,61,16,7,146,15,Real Madrid,9/2/2019,10,34%,68,21,10,120,31,Atl. Madrid,Round 23
18,40%,48,19,14,122,8,Rayo Vallecano,9/2/2019,16,60%,53,11,4,140,14,Espanyol,Round 23
29,34%,68,18,9,141,24,Huesca,9/2/2019,26,66%,65,9,12,178,13,Girona,Round 23
9,68%,53,11,8,143,12,Betis,10/2/2019,10,32%,57,22,16,106,23,Leganés,Round 23
10,59%,49,18,19,135,17,Real Sociedad,10/2/2019,12,41%,57,11,8,140,24,Valencia,Round 23
25,42%,66,7,11,171,17,Eibar,10/2/2019,33,58%,62,11,10,173,14,Sevilla,Round 23
14,67%,50,10,6,121,7,Barcelona,10/2/2019,18,33%,48,23,11,111,14,Athletic Club,Round 23
16,53%,50,18,12,167,20,Levante,11/2/2019,32,47%,82,14,10,151,20,Alavés,Round 23
15,57%,55,11,7,140,19,Real Valladolid,1/2/2019,34,43%,66,17,14,143,14,Huesca,Round 22
19,43%,54,15,11,179,17,Getafe,2/2/2019,29,57%,68,7,10,184,16,Levante,Round 22
22,54%,61,13,11,157,18,Athletic Club,2/2/2019,18,46%,55,17,7,161,12,Real Sociedad,Round 22
15,32%,49,5,22,107,21,Valencia,2/2/2019,15,68%,40,8,7,125,10,Barcelona,Round 22
15,56%,58,12,5,154,20,Sevilla,2/2/2019,22,44%,57,13,12,130,16,Celta,Round 22
17,59%,61,16,8,148,15,Espanyol,3/2/2019,19,41%,73,22,22,130,22,Villarreal,Round 22
18,45%,66,21,9,135,28,Atl. Madrid,3/2/2019,10,55%,52,7,11,118,14,Betis,Round 22
36,44%,60,9,9,190,9,Girona,3/2/2019,40,56%,67,12,13,204,11,Eibar,Round 22
16,29%,51,12,9,124,19,Alavés,3/2/2019,10,71%,55,10,8,122,19,Real Madrid,Round 22
31,39%,72,10,5,147,18,Leganés,4/2/2019,15,61%,47,19,11,143,14,Rayo Vallecano,Round 22
17,46%,68,13,9,128,22,Levante,26/01/19,10,54%,61,15,6,119,17,Sevilla,Round 21
22,34%,52,26,13,167,15,Getafe,26/01/19,36,66%,89,11,14,141,19,Atl. Madrid,Round 21
31,46%,66,14,12,186,18,Eibar,26/01/19,36,54%,70,16,15,203,13,Leganés,Round 21
12,55%,49,8,8,138,17,Villarreal,26/01/19,22,45%,53,13,11,131,9,Valencia,Round 21
23,56%,61,19,9,147,15,Celta,27/01/19,22,44%,68,15,13,145,18,Real Valladolid,Round 21
13,64%,52,12,7,126,11,Barcelona,27/01/19,7,36%,46,18,12,115,19,Girona,Round 21
14,62%,71,6,13,130,16,Betis,27/01/19,15,38%,48,20,19,118,21,Athletic Club,Round 21
21,32%,54,22,8,140,19,Huesca,27/01/19,23,68%,64,9,14,149,11,Real Sociedad,Round 21
10,64%,59,17,11,130,15,Real Madrid,27/01/19,7,36%,51,15,17,107,20,Espanyol,Round 21
15,49%,58,19,10,146,15,Rayo Vallecano,28/01/19,26,51%,66,14,10,155,16,Alavés,Round 21
38,57%,80,18,9,171,16,Alavés,18/01/19,21,43%,65,17,13,160,20,Getafe,Round 20
14,31%,46,14,23,133,17,Sevilla,19/01/19,17,69%,59,9,14,158,15,Real Madrid,Round 20
27,50%,68,13,17,162,20,Atl. Madrid,19/01/19,24,50%,60,15,10,184,21,Huesca,Round 20
17,44%,50,12,9,142,14,Valencia,19/01/19,21,56%,55,18,13,127,14,Celta,Round 20
18,41%,54,12,21,155,20,Girona,20/01/19,15,59%,59,8,10,147,25,Betis,Round 20
28,50%,68,13,18,163,18,Athletic Club,20/01/19,27,50%,59,17,2,168,17,Villarreal,Round 20
18,52%,62,18,6,144,26,Real Valladolid,20/01/19,14,48%,64,12,12,138,18,Levante,Round 20
13,65%,62,10,9,159,22,Real Sociedad,20/01/19,11,35%,60,14,12,148,24,Rayo Vallecano,Round 20
12,28%,48,18,14,130,22,Leganés,20/01/19,12,72%,74,12,9,143,13,Barcelona,Round 20
31,45%,69,10,10,163,17,Espanyol,21/01/19,21,55%,56,16,6,169,15,Eibar,Round 20
14,62%,64,8,2,149,27,Celta,11/1/2019,14,38%,60,12,5,151,24,Rayo Vallecano,Round 19
26,51%,57,9,10,157,12,Huesca,12/1/2019,24,49%,54,11,10,163,17,Leganés,Round 19
22,38%,62,18,12,145,18,Real Valladolid,12/1/2019,28,62%,71,15,9,152,16,Valencia,Round 19
18,45%,64,14,5,142,17,Alavés,12/1/2019,29,55%,62,21,10,154,13,Girona,Round 19
24,42%,56,13,12,180,12,Getafe,12/1/2019,28,58%,66,14,17,172,15,Villarreal,Round 19
9,42%,41,17,20,159,12,Levante,13/01/19,17,58%,82,9,21,158,29,Atl. Madrid,Round 19
9,57%,48,14,6,142,17,Sevilla,13/01/19,23,43%,62,14,9,139,18,Athletic Club,Round 19
14,41%,46,12,13,141,19,Eibar,13/01/19,17,59%,64,10,13,133,20,Barcelona,Round 19
9,27%,51,13,12,95,25,Real Madrid,13/01/19,8,73%,57,9,7,125,19,Betis,Round 19
23,61%,73,12,9,113,25,Espanyol,14/01/19,19,39%,60,16,13,127,10,Real Sociedad,Round 19
23,45%,66,16,11,132,16,Girona,4/1/2019,11,55%,47,18,11,143,11,Levante,Round 18
25,49%,47,17,6,140,12,Leganés,4/1/2019,23,51%,58,10,7,125,14,Espanyol,Round 18
15,42%,75,23,15,148,22,Rayo Vallecano,5/1/2019,12,58%,71,16,14,172,29,Real Valladolid,Round 18
24,56%,56,13,12,150,14,Valencia,5/1/2019,31,44%,58,10,11,166,11,Alavés,Round 18
12,67%,58,7,8,139,15,Betis,5/1/2019,10,33%,56,21,10,127,26,Huesca,Round 18
37,46%,83,15,20,186,25,Villarreal,6/1/2019,41,54%,89,12,12,206,19,Eibar,Round 18
20,45%,79,11,11,141,36,Atl. Madrid,6/1/2019,19,55%,55,15,10,157,11,Sevilla,Round 18
12,42%,49,13,10,119,12,Real Sociedad,6/1/2019,15,58%,57,13,12,132,18,Real Madrid,Round 18
15,77%,56,12,2,119,12,Barcelona,6/1/2019,6,23%,36,23,8,113,16,Getafe,Round 18
24,34%,63,21,12,144,14,Athletic Club,7/1/2019,21,66%,72,16,7,133,18,Celta,Round 18
21,34%,56,13,19,165,19,Getafe,21/12/18,22,66%,53,9,10,173,13,Girona,Round 17
23,32%,71,11,14,140,26,Alavés,21/12/18,31,68%,72,14,8,154,17,Real Sociedad,Round 17
17,43%,49,13,7,128,14,Eibar,22/12/18,17,57%,48,11,8,111,14,Betis,Round 17
15,63%,63,13,16,151,21,Espanyol,22/12/18,14,37%,48,16,12,145,14,Atl. Madrid,Round 17
4,49%,48,15,17,110,22,Celta,22/12/18,7,51%,34,14,19,122,5,Barcelona,Round 17
22,57%,65,12,7,142,19,Real Valladolid,22/12/18,26,43%,55,25,7,140,13,Athletic Club,Round 17
19,52%,67,15,11,138,25,Huesca,23/12/18,20,48%,74,14,2,154,21,Valencia,Round 17
17,53%,60,9,12,174,26,Sevilla,23/12/18,29,47%,60,14,13,158,19,Leganés,Round 17
15,59%,49,10,13,169,9,Levante,23/12/18,11,41%,63,13,16,123,20,Rayo Vallecano,Round 17
7,54%,41,13,8,108,14,Real Madrid,3/1/2019,11,46%,48,12,8,117,9,Villarreal,Round 17
18,20%,47,11,12,113,16,Leganés,14/12/18,17,80%,42,11,10,139,8,Celta,Round 16
31,72%,81,14,11,155,15,Real Sociedad,15/12/18,17,28%,53,24,10,152,15,Getafe,Round 16
24,45%,62,13,16,138,12,Atl. Madrid,15/12/18,8,55%,52,16,14,148,23,Real Valladolid,Round 16
14,31%,62,18,11,116,21,Rayo Vallecano,15/12/18,7,69%,52,15,8,134,18,Real Madrid,Round 16
31,45%,60,15,17,177,14,Valencia,15/12/18,29,55%,72,11,14,184,18,Eibar,Round 16
25,50%,65,12,16,153,16,Girona,16/12/18,17,50%,51,18,9,143,17,Sevilla,Round 16
8,67%,57,10,10,124,11,Betis,16/12/18,12,33%,50,23,8,100,26,Espanyol,Round 16
23,45%,55,11,6,143,9,Villarreal,16/12/18,20,55%,63,12,14,148,19,Huesca,Round 16
13,57%,56,9,9,93,18,Barcelona,16/12/18,3,43%,44,12,16,120,16,Levante,Round 16
37,55%,89,13,14,187,28,Athletic Club,17/12/18,25,45%,55,16,7,193,13,Alavés,Round 16
28,34%,56,13,11,150,11,Getafe,7/12/2018,34,66%,63,12,19,175,12,Leganés,Round 15
17,53%,60,15,12,156,12,Alavés,8/12/2018,27,47%,64,20,9,146,14,Atl. Madrid,Round 15
16,46%,54,17,20,125,12,Sevilla,8/12/2018,15,54%,52,13,12,137,12,Valencia,Round 15
19,48%,58,10,10,126,17,Celta,8/12/2018,16,52%,52,12,5,140,23,Villarreal,Round 15
10,56%,66,10,22,120,24,Barcelona,8/12/2018,10,44%,42,16,21,128,20,Espanyol,Round 15
12,41%,53,7,7,137,16,Levante,9/12/2018,21,59%,56,11,11,161,19,Eibar,Round 15
12,55%,53,10,10,144,15,Real Madrid,9/12/2018,7,45%,44,12,18,151,19,Huesca,Round 15
16,33%,61,16,6,126,27,Real Valladolid,9/12/2018,26,67%,62,9,8,142,7,Real Sociedad,Round 15
8,40%,41,20,11,113,8,Rayo Vallecano,9/12/2018,11,60%,58,14,4,105,15,Betis,Round 15
25,49%,68,15,4,123,24,Girona,10/12/2018,34,51%,76,17,12,160,18,Athletic Club,Round 15
28,64%,77,12,10,210,22,Eibar,30/11/18,34,36%,76,15,17,179,23,Rayo Vallecano,Round 14
10,41%,51,14,14,159,14,Huesca,1/12/2018,28,59%,74,14,22,135,20,Celta,Round 14
27,33%,50,13,8,122,13,Leganés,1/12/2018,11,67%,43,5,5,141,14,Real Valladolid,Round 14
21,59%,65,16,7,166,16,Espanyol,1/12/2018,20,41%,74,17,10,150,22,Getafe,Round 14
9,41%,46,10,10,129,19,Valencia,1/12/2018,12,59%,62,11,12,123,24,Real Madrid,Round 14
12,43%,52,18,13,129,16,Real Sociedad,2/12/2018,13,57%,62,18,6,134,27,Betis,Round 14
13,56%,54,16,16,132,20,Atl. Madrid,2/12/2018,19,44%,53,8,10,130,11,Girona,Round 14
6,39%,43,17,12,97,16,Villarreal,2/12/2018,8,61%,59,9,10,100,14,Barcelona,Round 14
25,55%,64,14,13,166,16,Sevilla,2/12/2018,18,45%,63,21,7,146,24,Alavés,Round 14
14,54%,60,15,14,138,21,Athletic Club,3/12/2018,14,46%,66,11,9,131,15,Levante,Round 14
19,52%,58,13,15,163,22,Alavés,23/11/18,23,48%,57,10,12,171,12,Leganés,Round 13
21,61%,55,8,14,157,13,Real Madrid,24/11/18,17,39%,53,17,11,164,18,Eibar,Round 13
9,50%,56,14,20,139,19,Rayo Vallecano,24/11/18,7,50%,55,15,14,132,24,Valencia,Round 13
26,51%,51,8,7,149,8,Levante,24/11/18,16,49%,52,11,12,141,23,Huesca,Round 13
8,70%,58,12,11,126,11,Barcelona,24/11/18,7,30%,50,19,9,108,27,Atl. Madrid,Round 13
20,35%,58,12,18,156,18,Getafe,25/11/18,34,65%,69,10,5,182,18,Athletic Club,Round 13
15,51%,50,15,20,138,17,Real Valladolid,25/11/18,22,49%,59,15,8,151,12,Sevilla,Round 13
