Round,Date,HomeTeam,HomeGoals,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayGoals,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 8,13/10/17,Espanyol,0,2,0,0,Levante,0,3,0,0,Alberto Undiano,4.53,0.14,RCDE Stadium,"Cornella, Spain",19365
Round 8,14/10/17,Athletic Club,1,6,0,0,Sevilla,0,5,0,0,Ignacio Iglesias Villanueva,5.62,0.35,San Mamés,"Bilbao, Spain",40197
Round 8,14/10/17,Getafe,1,2,0,0,Real Madrid,2,3,0,0,Juan Martinez Munuera,4.9,0.19,Coliseum Alfonso Pérez,"Getafe, Spain",15350
Round 8,14/10/17,Alavés,0,1,0,0,Real Sociedad,2,1,0,0,Javier Alberola Rojas,3.7,0.15,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",19840
Round 8,14/10/17,Atl. Madrid,1,3,0,0,Barcelona,1,2,0,0,Antonio Mateu Lahoz,5.18,0.22,Cívitas Metropolitano,"Madrid, Spain",64393
Round 8,15/10/17,Eibar,0,2,0,0,Deportivo,0,2,0,0,Santiago Jaime Latre,5.58,0.22,Ipurua Municipal Stadium,"Eibar, Spain",5125
Round 8,15/10/17,Girona,1,4,0,0,Villarreal,2,4,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadi Montilivi,"Girona, Spain",9935
Round 8,15/10/17,Málaga,0,3,0,1,Leganés,2,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,La Rosaleda,"Malaga, Spain",23951
Round 8,15/10/17,Betis,3,1,0,0,Valencia,6,4,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Benito Villamarin,"Seville, Spain",48792
Round 8,16/10/17,Las Palmas,2,2,0,0,Celta,5,1,1,0,David Medie Jimenez,4.94,0.31,Gran Canaria,"Las Palmas de Gran Canaria, Spain",15799
Round 7,29/09/17,Celta,3,2,0,0,Girona,3,5,0,0,Pablo Gonzales Fuertes,5.91,0.37,Municipal de Balaidos,"Vigo, Spain",16126
Round 7,30/09/17,Deportivo,2,6,0,0,Getafe,1,3,0,0,Javier Estrada Fernandez,5.38,0.25,Riazor,"La Coruna, Spain",19329
Round 7,30/09/17,Sevilla,2,2,0,0,Málaga,0,1,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Ramón Sánchez Pizjuán,"Seville, Spain",34430
Round 7,30/09/17,Levante,0,2,0,0,Alavés,2,4,0,0,David Fernandez Borbalan,5.63,0.31,Ciudad de Valencia,"Valencia, Spain",18528
Round 7,30/09/17,Leganés,0,2,0,0,Atl. Madrid,0,1,0,0,Jesus Gil Manzano,5.27,0.26,Estadio Municipal de Butarque,"Leganes, Spain",11454
Round 7,01/10/17,Real Sociedad,4,3,0,0,Betis,4,3,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Reale Arena,"San Sebastian, Spain",19669
Round 7,01/10/17,Barcelona,3,5,0,0,Las Palmas,0,1,0,0,José Luis Munuera Montero,4.75,0.37,Spotify Camp Nou,"Barcelona, Spain",
Round 7,01/10/17,Valencia,3,3,0,0,Athletic Club,2,4,0,0,Alejandro Hernandez,5.51,0.27,Mestalla,"Valencia, Spain",42070
Round 7,01/10/17,Villarreal,3,2,0,0,Eibar,0,1,0,0,Mario Melero Lopez,5.55,0.21,Estadio de la Ceramica,"Villarreal, Spain",17095
Round 7,01/10/17,Real Madrid,2,2,0,0,Espanyol,0,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Santiago Bernabéu,"Madrid, Spain",71205
Round 6,23/09/17,Atl. Madrid,2,4,0,0,Sevilla,0,3,0,0,Juan Martinez Munuera,4.9,0.19,Cívitas Metropolitano,"Madrid, Spain",60823
Round 6,23/09/17,Alavés,1,5,0,0,Real Madrid,2,2,0,0,Alberto Undiano,4.53,0.14,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",19559
Round 6,23/09/17,Málaga,3,6,0,1,Athletic Club,3,2,0,0,Carlos Del Cerro Grande,4.81,0.22,La Rosaleda,"Malaga, Spain",23425
Round 6,23/09/17,Girona,0,3,0,0,Barcelona,3,0,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Estadi Montilivi,"Girona, Spain",13305
Round 6,24/09/17,Espanyol,4,1,0,0,Deportivo,1,2,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,RCDE Stadium,"Cornella, Spain",19585
Round 6,24/09/17,Getafe,4,1,0,0,Villarreal,0,4,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Coliseum Alfonso Pérez,"Getafe, Spain",10874
Round 6,24/09/17,Eibar,0,2,0,0,Celta,4,1,0,0,David Fernandez Borbalan,5.63,0.31,Ipurua Municipal Stadium,"Eibar, Spain",5345
Round 6,24/09/17,Las Palmas,0,1,0,0,Leganés,2,3,0,0,Javier Alberola Rojas,3.7,0.15,Gran Canaria,"Las Palmas de Gran Canaria, Spain",17560
Round 6,24/09/17,Real Sociedad,2,2,0,1,Valencia,3,6,0,1,Santiago Jaime Latre,5.58,0.22,Reale Arena,"San Sebastian, Spain",20266
Round 6,25/09/17,Betis,4,1,0,0,Levante,0,0,0,0,Pablo Gonzales Fuertes,5.91,0.37,Benito Villamarin,"Seville, Spain",48237
Round 5,19/09/17,Valencia,5,0,0,0,Málaga,0,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Mestalla,"Valencia, Spain",36215
Round 5,19/09/17,Barcelona,6,0,0,0,Eibar,1,2,0,0,Alejandro Hernandez,5.51,0.27,Spotify Camp Nou,"Barcelona, Spain",51645
Round 5,20/09/17,Athletic Club,1,0,0,0,Atl. Madrid,2,2,0,0,Javier Estrada Fernandez,5.38,0.25,San Mamés,"Bilbao, Spain",43381
Round 5,20/09/17,Leganés,0,2,0,0,Girona,0,3,0,0,Mario Melero Lopez,5.55,0.21,Estadio Municipal de Butarque,"Leganes, Spain",9781
Round 5,20/09/17,Deportivo,1,0,0,0,Alavés,0,2,0,0,David Medie Jimenez,4.94,0.31,Riazor,"La Coruna, Spain",
Round 5,20/09/17,Real Madrid,0,0,0,0,Betis,1,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Santiago Bernabéu,"Madrid, Spain",65102
Round 5,20/09/17,Sevilla,1,2,0,0,Las Palmas,0,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",35317
Round 5,21/09/17,Villarreal,0,5,0,0,Espanyol,0,2,0,0,José Luis Munuera Montero,4.75,0.37,Estadio de la Ceramica,"Villarreal, Spain",17094
Round 5,21/09/17,Celta,1,2,0,0,Getafe,1,4,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Municipal de Balaidos,"Vigo, Spain",15068
Round 5,21/09/17,Levante,3,2,0,0,Real Sociedad,0,1,0,1,Jesus Gil Manzano,5.27,0.26,Ciudad de Valencia,"Valencia, Spain",17632
Round 4,15/09/17,Eibar,1,2,0,0,Leganés,0,5,0,0,Juan Martinez Munuera,4.9,0.19,Ipurua Municipal Stadium,"Eibar, Spain",4986
Round 4,16/09/17,Levante,1,2,0,0,Valencia,1,1,0,0,Carlos Del Cerro Grande,4.81,0.22,Ciudad de Valencia,"Valencia, Spain",23084
Round 4,16/09/17,Getafe,1,2,0,0,Barcelona,2,4,0,0,David Fernandez Borbalan,5.63,0.31,Coliseum Alfonso Pérez,"Getafe, Spain",15164
Round 4,16/09/17,Betis,2,2,0,0,Deportivo,1,3,0,0,Alberto Undiano,4.53,0.14,Benito Villamarin,"Seville, Spain",46174
Round 4,16/09/17,Atl. Madrid,1,2,0,0,Málaga,0,2,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Cívitas Metropolitano,"Madrid, Spain",63114
Round 4,17/09/17,Alavés,0,2,0,0,Villarreal,3,2,0,0,Santiago Jaime Latre,5.58,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",18124
Round 4,17/09/17,Girona,0,2,0,0,Sevilla,1,5,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,Estadi Montilivi,"Girona, Spain",11032
Round 4,17/09/17,Las Palmas,1,2,0,0,Athletic Club,0,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Gran Canaria,"Las Palmas de Gran Canaria, Spain",19213
Round 4,17/09/17,Real Sociedad,1,3,0,0,Real Madrid,3,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Reale Arena,"San Sebastian, Spain",24966
Round 4,18/09/17,Espanyol,2,1,0,0,Celta,1,4,0,0,Javier Alberola Rojas,3.7,0.15,RCDE Stadium,"Cornella, Spain",15026
Round 3,08/09/17,Leganés,1,1,0,0,Getafe,2,2,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Estadio Municipal de Butarque,"Leganes, Spain",11454
Round 3,09/09/17,Real Madrid,1,2,1,0,Levante,1,3,0,0,Alejandro Hernandez,5.51,0.27,Santiago Bernabéu,"Madrid, Spain",67789
Round 3,09/09/17,Valencia,0,1,0,0,Atl. Madrid,0,0,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Mestalla,"Valencia, Spain",43859
Round 3,09/09/17,Sevilla,3,1,0,0,Eibar,0,1,0,0,Antonio Mateu Lahoz,5.18,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",32469
Round 3,09/09/17,Barcelona,5,1,0,0,Espanyol,0,5,0,0,Jesus Gil Manzano,5.27,0.26,Spotify Camp Nou,"Barcelona, Spain",72857
Round 3,10/09/17,Deportivo,2,1,0,0,Real Sociedad,4,3,0,0,José Luis Munuera Montero,4.75,0.37,Riazor,"La Coruna, Spain",21942
