AwayAerialswon,AwayBallpossession,AwayDuelswon,AwayFouls,AwayInterceptions,AwayPossessionlost,AwayTackles,AwayTeam,Date,HomeAerialswon,HomeBallpossession,HomeDuelswon,HomeFouls,HomeInterceptions,HomePossessionlost,HomeTackles,HomeTeam,Round
28,55%,64,14,6,138,9,Valencia,02/11/19,26,45%,53,20,6,142,14,Espanyol,Round 12
14,66%,48,13,5,119,13,Barcelona,02/11/19,5,34%,39,9,5,122,15,Levante,Round 12
20,44%,66,16,7,142,22,Atl. Madrid,02/11/19,19,56%,62,13,11,147,13,Sevilla,Round 12
12,38%,43,17,5,121,14,Betis,02/11/19,16,62%,51,11,8,135,11,Real Madrid,Round 12
8,52%,42,20,8,152,10,Mallorca,03/11/19,14,48%,70,15,7,129,26,Real Valladolid,Round 12
19,44%,45,8,14,135,12,Athletic Club,03/11/19,8,56%,35,10,6,141,12,Villarreal,Round 12
22,42%,57,17,11,162,14,Alavés,03/11/19,20,58%,55,13,8,168,12,Osasuna,Round 12
20,38%,57,19,8,187,20,Getafe,03/11/19,18,62%,62,6,4,194,17,Celta,Round 12
28,46%,59,20,9,166,10,Eibar,03/11/19,32,54%,73,16,4,157,20,Leganés,Round 12
32,62%,66,19,8,154,16,Real Sociedad,03/11/19,13,38%,43,15,8,165,11,Granada,Round 12
20,52%,65,16,12,149,19,Atl. Madrid,29/10/19,22,48%,66,23,6,148,21,Alavés,Round 11
11,39%,47,14,14,126,20,Real Valladolid,29/10/19,17,61%,68,9,8,132,19,Barcelona,Round 11
18,35%,54,12,14,122,18,Levante,30/10/19,12,65%,39,15,5,132,9,Real Sociedad,Round 11
23,55%,63,17,8,116,23,Sevilla,30/10/19,19,45%,55,12,9,131,8,Valencia,Round 11
15,55%,57,20,13,165,20,Espanyol,30/10/19,24,45%,62,13,11,155,14,Athletic Club,Round 11
19,62%,60,17,11,129,21,Celta,30/10/19,12,38%,50,16,8,128,14,Betis,Round 11
6,39%,48,12,10,125,14,Leganés,30/10/19,20,61%,60,12,11,118,18,Real Madrid,Round 11
25,55%,67,12,7,170,18,Villarreal,31/10/19,23,45%,60,11,12,171,15,Eibar,Round 11
17,54%,56,10,7,149,15,Osasuna,31/10/19,20,46%,49,9,6,158,11,Mallorca,Round 11
26,57%,62,11,5,161,14,Granada,31/10/19,32,43%,64,22,2,164,14,Getafe,Round 11
22,37%,52,13,11,139,14,Alavés,25/10/19,12,63%,53,12,7,141,13,Villarreal,Round 10
15,58%,59,13,8,122,14,Mallorca,26/10/19,19,42%,58,19,9,113,20,Leganés,Round 10
31,65%,74,13,7,185,21,Eibar,26/10/19,21,35%,53,13,16,167,15,Real Valladolid,Round 10
22,55%,52,9,7,137,8,Athletic Club,26/10/19,8,45%,41,14,8,118,17,Atl. Madrid,Round 10
25,59%,64,12,12,140,10,Real Sociedad,27/10/19,25,41%,58,20,7,133,19,Celta,Round 10
17,65%,42,8,6,106,9,Betis,27/10/19,21,35%,46,13,10,107,12,Granada,Round 10
11,49%,43,26,7,156,14,Espanyol,27/10/19,20,51%,70,10,9,157,16,Levante,Round 10
17,37%,63,18,14,179,22,Getafe,27/10/19,26,63%,74,13,4,185,18,Sevilla,Round 10
11,35%,39,9,11,135,8,Valencia,27/10/19,14,65%,41,13,11,125,13,Osasuna,Round 10
13,48%,46,17,13,121,15,Real Madrid,18/12/19,7,52%,52,5,6,104,13,Barcelona,Round 10
25,57%,62,17,8,153,15,Osasuna,18/10/19,22,43%,59,12,9,147,14,Granada,Round 9
14,57%,51,14,8,130,14,Barcelona,19/10/19,12,43%,39,16,13,141,8,Eibar,Round 9
16,57%,48,12,14,124,7,Valencia,19/10/19,18,43%,54,18,14,111,16,Atl. Madrid,Round 9
30,55%,62,19,8,172,14,Leganés,19/10/19,35,45%,79,17,7,167,23,Getafe,Round 9
