AwayAerialswon,AwayBallpossession,AwayDuelswon,AwayFouls,AwayInterceptions,AwayPossessionlost,AwayTackles,AwayTeam,Date,HomeAerialswon,HomeBallpossession,HomeDuelswon,HomeFouls,HomeInterceptions,HomePossessionlost,HomeTackles,HomeTeam,Round
-1,55%,65,0,-1,-1,-1,Real Sociedad,06/11/15,-1,45%,55,0,-1,-1,-1,Las Palmas,Round 11
-1,40%,61,0,-1,-1,-1,Valencia,07/11/15,-1,60%,67,0,-1,-1,-1,Celta,Round 11
-1,47%,63,0,-1,-1,-1,Deportivo,07/11/15,-1,53%,48,0,-1,-1,-1,Levante,Round 11
-1,56%,53,0,-1,-1,-1,Getafe,07/11/15,-1,44%,60,0,-1,-1,-1,Eibar,Round 11
-1,59%,54,0,-1,-1,-1,Granada,07/11/15,-1,41%,49,0,-1,-1,-1,Rayo Vallecano,Round 11
-1,43%,58,0,-1,-1,-1,Betis,07/11/15,-1,57%,69,0,-1,-1,-1,Málaga,Round 11
-1,56%,74,0,-1,-1,-1,Espanyol,08/11/15,-1,44%,67,0,-1,-1,-1,Athletic Club,Round 11
-1,36%,37,0,-1,-1,-1,Villarreal,08/11/15,-1,64%,49,0,-1,-1,-1,Barcelona,Round 11
-1,28%,62,0,-1,-1,-1,Sporting,08/11/15,-1,72%,71,0,-1,-1,-1,Atl. Madrid,Round 11
-1,55%,34,0,-1,-1,-1,Real Madrid,08/11/15,-1,45%,49,0,-1,-1,-1,Sevilla,Round 11
-1,57%,48,0,-1,-1,-1,Atl. Madrid,30/10/15,-1,43%,65,0,-1,-1,-1,Deportivo,Round 10
-1,48%,39,0,-1,-1,-1,Las Palmas,31/10/15,-1,52%,40,0,-1,-1,-1,Real Madrid,Round 10
-1,41%,52,0,-1,-1,-1,Levante,31/10/15,-1,59%,59,0,-1,-1,-1,Valencia,Round 10
-1,49%,52,0,-1,-1,-1,Sevilla,31/10/15,-1,51%,41,0,-1,-1,-1,Villarreal,Round 10
-1,72%,52,0,-1,-1,-1,Barcelona,31/10/15,-1,28%,37,0,-1,-1,-1,Getafe,Round 10
-1,59%,53,0,-1,-1,-1,Celta,31/10/15,-1,41%,57,0,-1,-1,-1,Real Sociedad,Round 10
-1,63%,63,0,-1,-1,-1,Rayo Vallecano,01/11/15,-1,37%,57,0,-1,-1,-1,Eibar,Round 10
-1,43%,69,0,-1,-1,-1,Granada,01/11/15,-1,57%,65,0,-1,-1,-1,Espanyol,Round 10
-1,64%,51,0,-1,-1,-1,Málaga,01/11/15,-1,36%,52,0,-1,-1,-1,Sporting,Round 10
-1,48%,67,0,-1,-1,-1,Athletic Club,01/11/15,-1,52%,66,0,-1,-1,-1,Betis,Round 10
-1,33%,46,0,-1,-1,-1,Espanyol,23/10/15,-1,67%,53,0,-1,-1,-1,Rayo Vallecano,Round 9
-1,50%,58,0,-1,-1,-1,Real Madrid,24/10/15,-1,50%,53,0,-1,-1,-1,Celta,Round 9
-1,60%,55,0,-1,-1,-1,Betis,24/10/15,-1,40%,69,0,-1,-1,-1,Granada,Round 9
-1,43%,54,0,-1,-1,-1,Getafe,24/10/15,-1,57%,54,0,-1,-1,-1,Sevilla,Round 9
-1,52%,53,0,-1,-1,-1,Deportivo,24/10/15,-1,48%,53,0,-1,-1,-1,Málaga,Round 9
-1,43%,86,0,-1,-1,-1,Real Sociedad,25/10/15,-1,57%,53,0,-1,-1,-1,Levante,Round 9
-1,40%,62,0,-1,-1,-1,Villarreal,25/10/15,-1,60%,57,0,-1,-1,-1,Las Palmas,Round 9
-1,31%,51,0,-1,-1,-1,Eibar,25/10/15,-1,69%,64,0,-1,-1,-1,Barcelona,Round 9
-1,51%,78,0,-1,-1,-1,Valencia,25/10/15,-1,49%,71,0,-1,-1,-1,Atl. Madrid,Round 9
-1,49%,40,0,-1,-1,-1,Sporting,26/10/15,-1,51%,72,0,-1,-1,-1,Athletic Club,Round 9
-1,42%,43,0,-1,-1,-1,Levante,17/10/15,-1,58%,59,0,-1,-1,-1,Real Madrid,Round 8
-1,58%,62,0,-1,-1,-1,Sevilla,17/10/15,-1,42%,60,0,-1,-1,-1,Eibar,Round 8
-1,56%,45,0,-1,-1,-1,Rayo Vallecano,17/10/15,-1,44%,64,0,-1,-1,-1,Barcelona,Round 8
-1,51%,68,0,-1,-1,-1,Málaga,17/10/15,-1,49%,64,0,-1,-1,-1,Valencia,Round 8
-1,41%,54,0,-1,-1,-1,Espanyol,17/10/15,-1,59%,71,0,-1,-1,-1,Betis,Round 8
-1,68%,45,0,-1,-1,-1,Celta,18/10/15,-1,32%,42,0,-1,-1,-1,Villarreal,Round 8
-1,43%,65,0,-1,-1,-1,Atl. Madrid,18/10/15,-1,57%,63,0,-1,-1,-1,Real Sociedad,Round 8
-1,59%,56,0,-1,-1,-1,Las Palmas,18/10/15,-1,41%,53,0,-1,-1,-1,Getafe,Round 8
-1,43%,58,0,-1,-1,-1,Athletic Club,18/10/15,-1,57%,76,0,-1,-1,-1,Deportivo,Round 8
-1,33%,69,0,-1,-1,-1,Granada,19/10/15,-1,67%,59,0,-1,-1,-1,Sporting,Round 8
-1,33%,50,0,-1,-1,-1,Getafe,02/10/15,-1,67%,72,0,-1,-1,-1,Celta,Round 7
-1,63%,47,0,-1,-1,-1,Barcelona,03/10/15,-1,37%,50,0,-1,-1,-1,Sevilla,Round 7
-1,48%,57,0,-1,-1,-1,Deportivo,03/10/15,-1,52%,49,0,-1,-1,-1,Granada,Round 7
-1,45%,64,0,-1,-1,-1,Sporting,03/10/15,-1,55%,52,0,-1,-1,-1,Espanyol,Round 7
-1,38%,58,0,-1,-1,-1,Eibar,03/10/15,-1,62%,61,0,-1,-1,-1,Las Palmas,Round 7
-1,64%,49,0,-1,-1,-1,Real Sociedad,03/10/15,-1,36%,55,0,-1,-1,-1,Málaga,Round 7
-1,34%,67,0,-1,-1,-1,Betis,04/10/15,-1,66%,51,0,-1,-1,-1,Rayo Vallecano,Round 7
-1,51%,64,0,-1,-1,-1,Valencia,04/10/15,-1,49%,49,0,-1,-1,-1,Athletic Club,Round 7
-1,53%,48,0,-1,-1,-1,Villarreal,04/10/15,-1,47%,60,0,-1,-1,-1,Levante,Round 7
-1,54%,60,0,-1,-1,-1,Real Madrid,04/10/15,-1,46%,66,0,-1,-1,-1,Atl. Madrid,Round 7
-1,53%,69,0,-1,-1,-1,Granada,25/09/15,-1,47%,74,0,-1,-1,-1,Valencia,Round 6
-1,33%,42,0,-1,-1,-1,Las Palmas,26/09/15,-1,67%,78,0,-1,-1,-1,Barcelona,Round 6
-1,31%,36,0,-1,-1,-1,Málaga,26/09/15,-1,69%,42,0,-1,-1,-1,Real Madrid,Round 6
