AwayAerialswon,AwayBallpossession,AwayDuelswon,AwayFouls,AwayInterceptions,AwayPossessionlost,AwayTackles,AwayTeam,Date,HomeAerialswon,HomeBallpossession,HomeDuelswon,HomeFouls,HomeInterceptions,HomePossessionlost,HomeTackles,HomeTeam,Round
-1,60%,73,15,-1,-1,-1,Real Sociedad,28/10/16,-1,40%,48,19,-1,-1,-1,Leganés,Round 10
-1,63%,53,9,-1,-1,-1,Sevilla,29/10/16,-1,37%,46,17,-1,-1,-1,Sporting,Round 10
-1,59%,57,6,-1,-1,-1,Real Madrid,29/10/16,-1,41%,45,15,-1,-1,-1,Alavés,Round 10
-1,45%,44,10,-1,-1,-1,Málaga,29/10/16,-1,55%,60,10,-1,-1,-1,Atl. Madrid,Round 10
-1,28%,38,17,-1,-1,-1,Granada,29/10/16,-1,72%,48,7,-1,-1,-1,Barcelona,Round 10
-1,52%,47,16,-1,-1,-1,Villarreal,30/10/16,-1,48%,55,16,-1,-1,-1,Eibar,Round 10
-1,30%,61,11,-1,-1,-1,Osasuna,30/10/16,-1,70%,61,10,-1,-1,-1,Athletic Club,Round 10
-1,39%,64,15,-1,-1,-1,Espanyol,30/10/16,-1,61%,55,15,-1,-1,-1,Betis,Round 10
-1,25%,55,22,-1,-1,-1,Celta,30/10/16,-1,75%,52,13,-1,-1,-1,Las Palmas,Round 10
-1,61%,59,21,-1,-1,-1,Valencia,31/10/16,-1,39%,70,14,-1,-1,-1,Deportivo,Round 10
-1,58%,73,12,-1,-1,-1,Betis,21/10/16,-1,42%,66,20,-1,-1,-1,Osasuna,Round 9
-1,48%,46,13,-1,-1,-1,Eibar,22/10/16,-1,52%,51,11,-1,-1,-1,Espanyol,Round 9
-1,71%,40,13,-1,-1,-1,Barcelona,22/10/16,-1,29%,61,15,-1,-1,-1,Valencia,Round 9
-1,40%,60,20,-1,-1,-1,Alavés,22/10/16,-1,60%,67,17,-1,-1,-1,Real Sociedad,Round 9
-1,52%,57,12,-1,-1,-1,Sporting,22/10/16,-1,48%,58,10,-1,-1,-1,Granada,Round 9
-1,45%,56,15,-1,-1,-1,Deportivo,23/10/16,-1,55%,53,17,-1,-1,-1,Celta,Round 9
-1,41%,54,11,-1,-1,-1,Atl. Madrid,23/10/16,-1,59%,58,15,-1,-1,-1,Sevilla,Round 9
-1,52%,52,15,-1,-1,-1,Leganés,23/10/16,-1,48%,57,12,-1,-1,-1,Málaga,Round 9
