AwayAerialswon,AwayBallpossession,AwayDuelswon,AwayFouls,AwayInterceptions,AwayPossessionlost,AwayTackles,AwayTeam,Date,HomeAerialswon,HomeBallpossession,HomeDuelswon,HomeFouls,HomeInterceptions,HomePossessionlost,HomeTackles,HomeTeam,Round
14,54%,43,9,14,-1,12,Espanyol,19/05/17,9,46%,48,12,8,-1,14,Granada,Round 38
9,51%,53,14,6,-1,13,Betis,20/05/17,10,49%,50,15,11,-1,18,Sporting,Round 38
5,64%,53,14,11,-1,12,Las Palmas,20/05/17,6,36%,58,25,13,-1,32,Deportivo,Round 38
19,49%,59,14,16,-1,22,Alavés,20/05/17,18,51%,52,9,15,-1,12,Leganés,Round 38
10,28%,43,8,18,-1,13,Osasuna,20/05/17,6,72%,42,11,16,-1,15,Sevilla,Round 38
7,58%,42,12,15,-1,18,Athletic Club,21/05/17,12,42%,67,13,16,-1,25,Atl. Madrid,Round 38
11,44%,39,17,11,-1,13,Real Sociedad,21/05/17,11,56%,46,8,10,-1,14,Celta,Round 38
12,47%,57,10,11,-1,27,Villarreal,21/05/17,13,53%,60,15,5,-1,26,Valencia,Round 38
7,27%,44,16,17,-1,32,Eibar,21/05/17,6,73%,50,3,13,-1,14,Barcelona,Round 38
10,47%,45,9,14,-1,16,Real Madrid,21/05/17,11,53%,52,6,7,-1,21,Málaga,Round 38
-1,51%,64,14,-1,-1,-1,Valencia,13/05/17,-1,49%,63,19,-1,-1,-1,Espanyol,Round 37
-1,63%,44,9,-1,-1,-1,Granada,13/05/17,-1,37%,49,11,-1,-1,-1,Osasuna,Round 37
-1,66%,59,13,-1,-1,-1,Celta,14/05/17,-1,34%,64,11,-1,-1,-1,Alavés,Round 37
-1,41%,57,8,-1,-1,-1,Leganés,14/05/17,-1,59%,64,11,-1,-1,-1,Athletic Club,Round 37
-1,41%,58,10,-1,-1,-1,Sporting,14/05/17,-1,59%,70,9,-1,-1,-1,Eibar,Round 37
-1,62%,31,15,-1,-1,-1,Barcelona,14/05/17,-1,38%,44,13,-1,-1,-1,Las Palmas,Round 37
-1,40%,51,16,-1,-1,-1,Atl. Madrid,14/05/17,-1,60%,50,7,-1,-1,-1,Betis,Round 37
-1,51%,49,19,-1,-1,-1,Sevilla,14/05/17,-1,49%,58,14,-1,-1,-1,Real Madrid,Round 37
-1,45%,37,16,-1,-1,-1,Málaga,14/05/17,-1,55%,47,13,-1,-1,-1,Real Sociedad,Round 37
-1,34%,38,21,-1,-1,-1,Deportivo,14/05/17,-1,66%,47,16,-1,-1,-1,Villarreal,Round 37
-1,49%,59,10,-1,-1,-1,Real Sociedad,5/5/2017,-1,51%,42,20,-1,-1,-1,Sevilla,Round 36
-1,60%,55,15,-1,-1,-1,Las Palmas,6/5/2017,-1,40%,56,19,-1,-1,-1,Sporting,Round 36
-1,45%,51,10,-1,-1,-1,Eibar,6/5/2017,-1,55%,54,6,-1,-1,-1,Atl. Madrid,Round 36
-1,33%,56,13,-1,-1,-1,Villarreal,6/5/2017,-1,67%,58,10,-1,-1,-1,Barcelona,Round 36
-1,52%,50,8,-1,-1,-1,Real Madrid,6/5/2017,-1,48%,45,14,-1,-1,-1,Granada,Round 36
-1,63%,57,11,-1,-1,-1,Athletic Club,7/5/2017,-1,37%,66,14,-1,-1,-1,Alavés,Round 36
