AwayAerialswon,AwayBallpossession,AwayDuelswon,AwayFouls,AwayInterceptions,AwayPossessionlost,AwayTackles,AwayTeam,Date,HomeAerialswon,HomeBallpossession,HomeDuelswon,HomeFouls,HomeInterceptions,HomePossessionlost,HomeTackles,HomeTeam,Round
12,40%,48,15,4,137,16,Athletic Club,9/4/2022,16,60%,48,17,14,133,11,Villarreal,Round 31
17,31%,43,11,11,121,10,Getafe,9/4/2022,14,69%,42,13,8,111,9,Real Madrid,Round 31
17,35%,48,6,5,165,16,Alavés,10/4/2022,28,65%,50,12,4,178,9,Osasuna,Round 31
8,53%,44,21,9,133,20,Celta,10/4/2022,14,47%,57,12,17,135,11,Espanyol,Round 31
25,50%,66,12,10,128,19,Real Sociedad,10/4/2022,12,50%,45,15,7,145,18,Elche,Round 31
13,64%,48,7,8,115,17,Barcelona,10/4/2022,6,36%,29,8,5,124,12,Levante,Round 31
19,44%,55,17,10,176,20,Valencia,11/4/2022,15,56%,59,13,10,185,16,Rayo Vallecano,Round 31
29,38%,70,22,8,170,17,Mallorca,2/4/2022,24,62%,69,15,5,173,18,Getafe,Round 30
9,59%,53,13,8,150,19,Villarreal,2/4/2022,7,41%,44,16,9,138,19,Levante,Round 30
11,45%,46,12,11,106,8,Real Madrid,2/4/2022,6,55%,48,16,4,123,24,Celta,Round 30
23,50%,60,13,8,148,24,Alavés,2/4/2022,25,50%,63,10,12,151,11,Atl. Madrid,Round 30
13,52%,50,16,6,130,11,Elche,3/4/2022,13,48%,53,14,4,140,10,Athletic Club,Round 30
15,45%,58,5,6,149,24,Osasuna,3/4/2022,16,55%,55,11,10,140,16,Betis,Round 30
31,36%,80,14,18,172,23,Rayo Vallecano,3/4/2022,38,64%,82,14,6,186,20,Granada,Round 30
18,49%,53,18,8,158,22,Cádiz,3/4/2022,13,51%,61,11,13,172,12,Valencia,Round 30
8,45%,41,8,7,119,14,Sevilla,3/4/2022,10,55%,53,12,10,107,23,Barcelona,Round 30
8,32%,51,13,5,98,17,Espanyol,4/4/2022,19,68%,50,17,4,116,11,Real Sociedad,Round 30
16,34%,54,13,9,132,17,Getafe,18/03/22,14,66%,41,15,7,156,9,Athletic Club,Round 29
29,50%,56,10,6,172,10,Granada,19/03/22,33,50%,58,12,8,196,9,Alavés,Round 29
13,44%,63,14,8,148,24,Valencia,19/03/22,11,56%,45,19,3,166,14,Elche,Round 29
11,55%,42,17,9,143,12,Levante,19/03/22,17,45%,54,9,11,134,15,Osasuna,Round 29
16,45%,64,12,7,166,20,Atl. Madrid,19/03/22,21,55%,57,15,8,165,16,Rayo Vallecano,Round 29
20,56%,58,12,3,159,20,Mallorca,20/03/22,21,44%,53,14,12,142,15,Espanyol,Round 29
13,58%,55,11,11,144,20,Villarreal,20/03/22,12,42%,54,11,4,144,25,Cádiz,Round 29
21,48%,63,12,7,157,18,Betis,20/03/22,17,52%,57,12,16,155,19,Celta,Round 29
-1,-1,-1,-1,-1,-1,-1,Real Sociedad,20/03/22,-1,-1,-1,-1,-1,-1,-1,Sevilla,Round 29
9,59%,41,12,7,104,14,Barcelona,20/03/22,5,41%,33,9,13,100,7,Real Madrid,Round 29
19,54%,65,14,7,154,11,Cádiz,11/3/2022,29,46%,70,23,7,121,24,Atl. Madrid,Round 28
12,44%,55,10,7,116,20,Espanyol,12/3/2022,10,56%,40,17,4,146,8,Levante,Round 28
18,43%,51,16,7,155,11,Elche,12/3/2022,15,57%,57,15,11,155,18,Granada,Round 28
8,50%,47,14,12,126,18,Celta,12/3/2022,17,50%,58,12,5,134,6,Villarreal,Round 28
24,47%,64,21,10,166,13,Valencia,12/3/2022,19,53%,58,18,6,177,11,Getafe,Round 28
14,57%,46,15,7,158,11,Sevilla,13/03/22,15,43%,53,16,9,146,13,Rayo Vallecano,Round 28
13,49%,50,12,10,130,12,Athletic Club,13/03/22,6,51%,34,17,12,118,13,Betis,Round 28
24,40%,52,12,8,176,11,Alavés,13/03/22,28,60%,57,15,7,173,13,Real Sociedad,Round 28
10,28%,38,4,12,116,16,Osasuna,13/03/22,4,72%,36,7,8,123,18,Barcelona,Round 28
13,63%,52,15,10,125,19,Real Madrid,14/03/22,15,37%,55,13,8,116,21,Mallorca,Round 28
20,66%,57,8,9,190,12,Sevilla,4/3/2022,25,34%,54,16,14,170,16,Alavés,Round 27
21,72%,51,6,9,156,6,Villarreal,5/3/2022,6,28%,33,12,8,133,21,Osasuna,Round 27
26,45%,71,15,6,180,18,Getafe,5/3/2022,30,55%,80,17,10,159,24,Espanyol,Round 27
10,48%,49,13,7,164,14,Granada,5/3/2022,11,52%,39,14,6,157,10,Valencia,Round 27
5,36%,38,14,10,107,13,Real Sociedad,5/3/2022,13,64%,49,12,2,120,12,Real Madrid,Round 27
16,53%,54,15,9,136,12,Rayo Vallecano,6/3/2022,16,47%,53,23,10,147,14,Cádiz,Round 27
13,68%,54,8,5,136,19,Barcelona,6/3/2022,8,32%,33,10,9,135,16,Elche,Round 27
25,41%,66,9,5,137,19,Mallorca,6/3/2022,15,59%,44,17,9,137,12,Celta,Round 27
13,35%,59,10,6,124,23,Atl. Madrid,6/3/2022,16,65%,49,16,6,145,14,Betis,Round 27
7,50%,40,14,11,135,19,Levante,7/3/2022,13,50%,51,6,15,128,12,Athletic Club,Round 27
17,57%,44,8,9,140,4,Elche,25/02/22,11,43%,37,17,11,124,11,Levante,Round 26
22,33%,63,21,7,135,20,Valencia,26/02/22,10,67%,55,14,7,159,16,Mallorca,Round 26
30,51%,60,24,16,178,22,Alavés,26/02/22,21,49%,56,7,7,199,9,Getafe,Round 26
9,66%,63,5,8,133,18,Real Madrid,26/02/22,12,34%,35,20,7,120,12,Rayo Vallecano,Round 26
17,64%,49,7,4,155,11,Celta,26/02/22,17,36%,52,10,21,134,12,Atl. Madrid,Round 26
6,34%,32,12,17,115,10,Espanyol,27/02/22,15,66%,58,11,5,133,17,Villarreal,Round 26
11,54%,45,16,8,147,14,Betis,27/02/22,16,46%,59,13,14,145,21,Sevilla,Round 26
29,42%,70,9,8,149,25,Osasuna,27/02/22,21,58%,53,10,7,144,16,Real Sociedad,Round 26
11,28%,35,10,12,123,15,Athletic Club,27/02/22,8,72%,49,8,10,128,16,Barcelona,Round 26
18,63%,49,17,3,158,14,Cádiz,28/02/22,12,37%,42,12,5,144,11,Granada,Round 26
12,56%,53,15,10,142,14,Rayo Vallecano,18/02/22,20,44%,61,18,7,137,17,Elche,Round 25
20,62%,56,10,4,143,11,Villarreal,19/02/22,15,38%,51,15,7,142,21,Granada,Round 25
15,38%,52,19,11,154,19,Atl. Madrid,19/02/22,31,62%,66,12,10,190,9,Osasuna,Round 25
29,35%,59,11,9,149,10,Getafe,19/02/22,15,65%,39,17,2,164,9,Cádiz,Round 25
17,30%,53,11,13,134,25,Alavés,19/02/22,8,70%,44,6,12,133,14,Real Madrid,Round 25
15,56%,51,14,8,117,17,Sevilla,20/02/22,6,44%,42,14,8,116,12,Espanyol,Round 25
12,64%,54,16,4,127,13,Barcelona,20/02/22,10,36%,53,22,7,129,22,Valencia,Round 25
15,45%,66,17,15,139,19,Mallorca,20/02/22,12,55%,56,13,8,138,18,Betis,Round 25
15,53%,44,9,13,130,16,Real Sociedad,20/02/22,14,47%,49,9,7,138,22,Athletic Club,Round 25
23,37%,59,16,14,153,16,Levante,21/02/22,21,63%,71,15,9,159,28,Celta,Round 25
16,43%,48,14,4,142,16,Elche,11/2/2022,18,57%,61,13,2,133,20,Sevilla,Round 24
16,56%,49,19,6,133,17,Celta,12/2/2022,19,44%,56,12,10,139,10,Cádiz,Round 24
7,56%,43,10,8,96,19,Real Madrid,12/2/2022,4,44%,39,11,11,117,12,Villarreal,Round 24
33,45%,61,16,13,194,11,Osasuna,12/2/2022,36,55%,70,11,13,188,11,Rayo Vallecano,Round 24
21,50%,60,17,8,155,14,Getafe,12/2/2022,21,50%,59,18,14,148,16,Atl. Madrid,Round 24
20,59%,51,17,4,178,9,Valencia,13/02/22,31,41%,65,15,10,150,14,Alavés,Round 24
10,59%,49,8,13,150,16,Betis,13/02/22,8,41%,39,13,11,151,18,Levante,Round 24
12,43%,45,13,10,140,15,Granada,13/02/22,17,57%,55,13,6,138,14,Real Sociedad,Round 24
15,64%,54,13,8,129,15,Barcelona,13/02/22,6,36%,40,14,11,113,18,Espanyol,Round 24
18,55%,54,15,7,151,7,Athletic Club,14/02/22,22,45%,52,22,10,153,10,Mallorca,Round 24
22,59%,51,13,7,162,10,Levante,4/2/2022,16,41%,50,12,10,131,13,Getafe,Round 23
19,40%,57,11,8,154,17,Alavés,5/2/2022,27,60%,61,15,4,161,18,Elche,Round 23
13,54%,52,15,12,133,23,Cádiz,5/2/2022,22,46%,61,14,11,137,16,Mallorca,Round 23
22,48%,64,17,17,159,17,Rayo Vallecano,5/2/2022,16,52%,69,17,11,154,26,Celta,Round 23
13,73%,57,7,9,157,16,Sevilla,5/2/2022,23,27%,55,13,13,131,21,Osasuna,Round 23
12,60%,55,14,3,139,16,Real Sociedad,6/2/2022,11,40%,47,17,11,130,17,Valencia,Round 23
9,43%,47,13,12,122,16,Atl. Madrid,6/2/2022,17,57%,46,15,11,124,11,Barcelona,Round 23
14,40%,55,14,12,131,17,Villarreal,6/2/2022,15,60%,58,19,11,134,19,Betis,Round 23
15,34%,43,11,12,115,17,Granada,6/2/2022,8,66%,48,9,5,121,15,Real Madrid,Round 23
11,57%,54,11,10,152,16,Espanyol,7/2/2022,18,43%,51,17,8,151,15,Athletic Club,Round 23
6,62%,47,12,11,109,13,Betis,21/01/22,10,38%,41,15,6,95,14,Espanyol,Round 22
13,34%,50,16,6,131,18,Cádiz,22/01/22,9,66%,48,15,7,153,9,Levante,Round 22
16,44%,63,12,13,142,18,Mallorca,22/01/22,20,56%,54,13,9,162,14,Villarreal,Round 22
22,35%,64,16,8,135,20,Celta,22/01/22,13,65%,50,11,8,166,9,Sevilla,Round 22
14,35%,57,22,8,140,16,Valencia,22/01/22,24,65%,68,13,9,134,10,Atl. Madrid,Round 22
26,45%,61,15,7,156,15,Osasuna,23/01/22,23,55%,55,12,8,185,13,Granada,Round 22
6,35%,48,14,12,110,25,Elche,23/01/22,16,65%,60,11,5,134,16,Real Madrid,Round 22
21,33%,51,20,17,146,16,Athletic Club,23/01/22,24,67%,72,8,4,182,15,Rayo Vallecano,Round 22
24,30%,68,13,15,155,20,Getafe,23/01/22,21,70%,56,17,10,169,14,Real Sociedad,Round 22
16,76%,55,8,4,154,14,Barcelona,23/01/22,22,24%,44,16,11,135,16,Alavés,Round 22
7,60%,55,7,12,92,16,Real Madrid,22/12/21,5,40%,23,17,13,101,9,Athletic Club,Round 21
17,51%,53,15,7,155,15,Villarreal,16/01/22,18,49%,47,12,7,151,10,Elche,Round 21
27,39%,52,14,7,159,3,Alavés,18/01/22,19,61%,49,14,15,142,8,Betis,Round 21
14,52%,51,9,9,128,13,Espanyol,18/01/22,18,48%,43,14,6,137,10,Cádiz,Round 21
22,53%,64,11,10,191,10,Osasuna,19/01/22,25,47%,66,14,9,169,21,Celta,Round 21
21,68%,60,14,7,123,11,Sevilla,19/01/22,16,32%,51,22,10,123,15,Valencia,Round 21
11,50%,40,10,10,159,10,Granada,20/01/22,29,50%,61,15,10,161,18,Getafe,Round 21
17,46%,55,19,7,133,19,Levante,16/02/22,19,54%,66,9,13,159,15,Atl. Madrid,Round 21
21,48%,57,9,11,151,18,Real Sociedad,2/3/2022,20,52%,56,12,10,162,13,Mallorca,Round 21
8,29%,45,15,12,133,20,Rayo Vallecano,24/04/22,20,71%,67,9,9,164,15,Barcelona,Round 21
19,57%,59,11,11,148,8,Mallorca,8/1/2022,21,43%,54,20,7,133,14,Levante,Round 20
20,59%,46,18,10,171,10,Celta,8/1/2022,22,41%,71,10,10,149,13,Real Sociedad,Round 20
15,65%,51,21,6,133,16,Barcelona,8/1/2022,8,35%,60,9,12,135,19,Granada,Round 20
8,33%,44,24,3,102,17,Valencia,8/1/2022,10,67%,56,15,14,93,9,Real Madrid,Round 20
9,42%,64,13,7,156,27,Betis,9/1/2022,19,58%,70,18,12,161,26,Rayo Vallecano,Round 20
20,33%,55,20,12,124,22,Getafe,9/1/2022,19,67%,61,8,7,136,12,Sevilla,Round 20
25,58%,65,11,18,177,17,Athletic Club,9/1/2022,33,42%,73,15,18,184,18,Alavés,Round 20
13,40%,48,13,11,164,19,Cádiz,9/1/2022,32,60%,65,13,9,165,10,Osasuna,Round 20
4,40%,37,8,10,145,15,Atl. Madrid,9/1/2022,8,60%,41,13,17,148,17,Villarreal,Round 20
21,46%,58,19,8,125,13,Elche,10/1/2022,19,54%,55,13,9,153,10,Espanyol,Round 20
9,63%,48,14,8,123,17,Espanyol,31/12/21,11,37%,49,19,8,125,13,Valencia,Round 19
21,73%,70,8,6,149,18,Real Madrid,2/1/2022,11,27%,37,20,15,120,17,Getafe,Round 19
13,50%,51,12,15,129,17,Rayo Vallecano,2/1/2022,14,50%,60,14,10,138,17,Atl. Madrid,Round 19
19,52%,58,15,3,125,13,Granada,2/1/2022,24,48%,60,18,12,137,10,Elche,Round 19
30,65%,76,10,6,172,9,Real Sociedad,2/1/2022,29,35%,57,22,10,158,12,Alavés,Round 19
20,46%,70,11,10,171,26,Celta,2/1/2022,20,54%,75,15,11,172,25,Betis,Round 19
24,65%,64,24,7,111,16,Barcelona,2/1/2022,14,35%,57,22,11,117,14,Mallorca,Round 19
6,42%,39,9,12,125,16,Levante,3/1/2022,7,58%,40,12,7,105,10,Villarreal,Round 19
24,43%,60,7,2,138,18,Athletic Club,3/1/2022,16,57%,45,12,8,147,14,Osasuna,Round 19
19,75%,35,9,7,144,7,Sevilla,3/1/2022,13,25%,50,4,16,123,21,Cádiz,Round 19
13,48%,57,5,11,147,16,Espanyol,17/12/21,17,52%,53,13,7,142,23,Celta,Round 18
25,38%,78,19,9,177,25,Alavés,18/12/21,27,62%,78,12,0,178,23,Rayo Vallecano,Round 18
19,61%,55,15,11,147,16,Villarreal,18/12/21,16,39%,57,9,12,144,19,Real Sociedad,Round 18
8,27%,48,17,7,116,17,Elche,18/12/21,8,73%,54,13,9,122,14,Barcelona,Round 18
12,45%,57,14,13,139,23,Atl. Madrid,18/12/21,14,55%,47,15,14,138,15,Sevilla,Round 18
20,54%,53,15,6,139,13,Mallorca,19/12/21,13,46%,46,12,5,146,17,Granada,Round 18
20,56%,43,12,8,149,10,Betis,19/12/21,17,44%,47,7,9,134,12,Athletic Club,Round 18
22,51%,54,8,7,173,11,Osasuna,19/12/21,29,49%,57,14,10,160,10,Getafe,Round 18
6,18%,37,10,12,123,19,Cádiz,19/12/21,25,82%,61,9,4,140,10,Real Madrid,Round 18
7,48%,56,11,10,132,17,Valencia,20/12/21,17,52%,49,21,9,141,12,Levante,Round 18
25,52%,76,11,13,211,19,Celta,10/12/2021,19,48%,65,14,13,211,28,Mallorca,Round 17
7,48%,38,15,5,117,15,Levante,11/12/2021,4,52%,47,9,2,122,13,Espanyol,Round 17
25,35%,63,15,12,147,17,Getafe,11/12/2021,24,65%,54,18,12,169,9,Alavés,Round 17
8,59%,64,12,5,132,21,Elche,11/12/2021,16,41%,51,15,8,131,12,Valencia,Round 17
16,45%,56,10,9,162,19,Sevilla,11/12/2021,25,55%,49,17,7,166,12,Athletic Club,Round 17
12,48%,55,14,6,124,18,Rayo Vallecano,12/12/2021,9,52%,59,16,10,127,18,Villarreal,Round 17
22,62%,70,16,13,149,18,Barcelona,12/12/2021,22,38%,62,16,6,149,20,Osasuna,Round 17
11,52%,45,10,11,128,15,Real Sociedad,12/12/2021,11,48%,43,12,13,124,21,Betis,Round 17
8,39%,51,15,9,106,18,Atl. Madrid,12/12/2021,13,61%,53,17,8,104,18,Real Madrid,Round 17
13,66%,43,10,5,157,10,Granada,13/12/21,25,34%,52,14,18,154,14,Cádiz,Round 17
17,56%,53,15,8,136,13,Alavés,3/12/2021,20,44%,56,17,9,136,16,Granada,Round 16
10,55%,51,10,8,159,20,Villarreal,4/12/2021,18,45%,49,9,7,146,13,Sevilla,Round 16
3,37%,52,12,12,128,29,Betis,4/12/2021,14,63%,59,17,15,138,16,Barcelona,Round 16
21,42%,56,16,8,140,10,Mallorca,4/12/2021,20,58%,69,13,8,127,28,Atl. Madrid,Round 16
12,49%,53,8,5,111,19,Real Madrid,4/12/2021,11,51%,41,12,11,120,16,Real Sociedad,Round 16
11,50%,59,11,8,140,17,Espanyol,5/12/2021,10,50%,49,18,11,152,17,Rayo Vallecano,Round 16
13,43%,53,15,18,141,15,Cádiz,5/12/2021,10,57%,57,16,8,141,26,Elche,Round 16
20,42%,57,16,13,166,19,Osasuna,5/12/2021,23,58%,59,12,11,172,11,Levante,Round 16
28,33%,64,22,7,173,18,Valencia,5/12/2021,28,67%,78,10,10,184,19,Celta,Round 16
18,55%,52,14,19,168,9,Athletic Club,6/12/2021,19,45%,47,14,13,164,11,Getafe,Round 16
16,37%,69,9,12,146,33,Granada,26/11/21,15,63%,47,12,4,170,11,Athletic Club,Round 15
6,58%,35,15,17,148,9,Celta,27/11/21,12,42%,44,12,12,148,8,Alavés,Round 15
21,58%,57,16,8,177,14,Rayo Vallecano,27/11/21,16,42%,53,18,7,156,16,Valencia,Round 15
16,47%,49,19,12,141,22,Getafe,27/11/21,17,53%,64,8,4,165,14,Mallorca,Round 15
5,50%,46,14,15,123,13,Barcelona,27/11/21,5,50%,31,19,14,127,9,Villarreal,Round 15
9,40%,51,9,7,146,18,Levante,28/11/21,9,60%,50,16,8,135,21,Betis,Round 15
9,60%,49,7,18,132,12,Real Sociedad,28/11/21,9,40%,41,15,1,119,17,Espanyol,Round 15
14,63%,55,11,9,122,14,Atl. Madrid,28/11/21,6,37%,33,13,9,132,10,Cádiz,Round 15
10,47%,42,9,3,96,10,Sevilla,28/11/21,10,53%,42,10,5,99,9,Real Madrid,Round 15
20,50%,60,12,10,158,20,Elche,29/11/21,19,50%,52,16,13,168,17,Osasuna,Round 15
7,51%,50,7,4,169,18,Athletic Club,19/11/21,13,49%,50,16,24,170,14,Levante,Round 14
15,43%,59,17,14,153,14,Villarreal,20/11/21,22,57%,69,14,12,150,22,Celta,Round 14
25,32%,59,17,5,165,11,Alavés,20/11/21,17,68%,60,14,5,175,15,Sevilla,Round 14
21,39%,47,8,16,134,16,Osasuna,20/11/21,19,61%,46,7,5,155,7,Atl. Madrid,Round 14
9,35%,51,9,15,111,16,Espanyol,20/11/21,12,65%,52,17,8,127,16,Barcelona,Round 14
12,53%,42,7,16,153,11,Cádiz,21/11/21,28,47%,56,14,15,128,16,Getafe,Round 14
12,68%,47,7,6,109,10,Real Madrid,21/11/21,7,32%,35,10,7,106,19,Granada,Round 14
11,42%,46,14,7,102,13,Betis,21/11/21,8,58%,42,12,5,118,13,Elche,Round 14
20,38%,55,16,6,163,18,Valencia,21/11/21,21,62%,65,11,8,162,19,Real Sociedad,Round 14
15,47%,70,17,11,149,23,Mallorca,22/11/21,22,53%,69,14,9,147,23,Rayo Vallecano,Round 14
24,30%,81,19,14,161,27,Cádiz,5/11/2021,15,70%,56,14,14,189,10,Athletic Club,Round 13
15,57%,51,8,6,115,14,Granada,6/11/2021,6,43%,36,12,12,98,12,Espanyol,Round 13
5,48%,58,18,14,120,14,Barcelona,6/11/2021,6,52%,54,18,7,133,24,Celta,Round 13
13,39%,49,17,10,135,12,Levante,6/11/2021,21,61%,54,21,2,155,9,Alavés,Round 13
9,45%,46,14,9,102,17,Rayo Vallecano,6/11/2021,6,55%,50,8,10,109,20,Real Madrid,Round 13
14,33%,55,13,17,142,24,Getafe,7/11/2021,30,67%,78,12,7,160,20,Villarreal,Round 13
6,52%,40,17,11,131,16,Atl. Madrid,7/11/2021,5,48%,49,12,12,156,13,Valencia,Round 13
