Round,Date,HomeTeam,HomeGoals,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayGoals,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 38,20/05/22,Rayo Vallecano,2,0,0,0,Levante,4,3,0,0,Mario Melero Lopez,5.55,0.21,Estadio de Vallecas,"Madrid, Spain",8446.0
Round 38,20/05/22,Real Madrid,0,0,0,0,Betis,0,0,0,0,Santiago Jaime Latre,5.58,0.22,Santiago Bernabéu,"Madrid, Spain",52232.0
Round 38,21/05/22,Valencia,2,3,0,0,Celta,0,3,0,0,Adrian Cordero Vega,5.32,0.22,Mestalla,"Valencia, Spain",16189.0
Round 38,22/05/22,Elche,3,2,0,0,Getafe,1,2,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Estadio Martínez Valero,"Elche, Spain",17336.0
Round 38,22/05/22,Alavés,0,0,0,0,Cádiz,1,1,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",11138.0
Round 38,22/05/22,Granada,0,1,0,0,Espanyol,0,0,0,0,Alejandro Hernandez,5.51,0.27,Estadio Nuevo Los Carmenes,"Granada, Spain",17951.0
Round 38,22/05/22,Osasuna,0,2,0,0,Mallorca,2,2,0,0,Cesar Soto Grado,5.5,0.2,Estadio El Sadar,"Pamplona, Spain",18.0
Round 38,22/05/22,Barcelona,0,3,0,0,Villarreal,2,1,0,0,José Luis Munuera Montero,4.75,0.37,Spotify Camp Nou,"Barcelona, Spain",54850.0
Round 38,22/05/22,Real Sociedad,1,4,0,0,Atl. Madrid,2,2,0,0,Juan Martinez Munuera,4.9,0.19,Reale Arena,"San Sebastian, Spain",23586.0
Round 38,22/05/22,Sevilla,1,3,0,0,Athletic Club,0,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",31305.0
Round 37,14/05/22,Espanyol,1,4,0,0,Valencia,1,1,0,0,Alejandro Muniz Ruiz,5.37,0.49,RCDE Stadium,"Cornella, Spain",14990.0
Round 37,15/05/22,Athletic Club,2,0,0,0,Osasuna,0,0,0,0,Jorge Figueroa Vazquez,4.82,0.36,San Mamés,"Bilbao, Spain",37869.0
Round 37,15/05/22,Atl. Madrid,1,2,0,0,Sevilla,1,5,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Cívitas Metropolitano,"Madrid, Spain",58138.0
Round 37,15/05/22,Cádiz,1,6,0,0,Real Madrid,1,2,0,0,Antonio Mateu Lahoz,5.18,0.22,Estadio Ramon de Carranza,"Cadiz, Spain",19643.0
Round 37,15/05/22,Celta,1,2,0,0,Elche,0,2,0,0,Mario Melero Lopez,5.55,0.21,Municipal de Balaidos,"Vigo, Spain",10773.0
Round 37,15/05/22,Getafe,0,1,0,0,Barcelona,0,2,0,0,Jesus Gil Manzano,5.27,0.26,Coliseum Alfonso Pérez,"Getafe, Spain",13072.0
Round 37,15/05/22,Levante,3,8,0,0,Alavés,1,6,0,1,Guillermo Cuadra Fernandez,5.03,0.27,Ciudad de Valencia,"Valencia, Spain",12438.0
Round 37,15/05/22,Mallorca,2,1,0,0,Rayo Vallecano,1,0,0,0,José Luis Munuera Montero,4.75,0.37,Estadi de Son Moix,"Palma, Spain",17930.0
Round 37,15/05/22,Betis,2,0,0,0,Granada,0,1,0,0,Ricardo De Burgos Bengoetxea,4.95,0.17,Benito Villamarin,"Seville, Spain",45016.0
Round 37,15/05/22,Villarreal,1,4,0,0,Real Sociedad,2,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio de la Ceramica,"Villarreal, Spain",16689.0
Round 36,10/5/2022,Valencia,0,1,0,0,Betis,3,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Mestalla,"Valencia, Spain",28091.0
Round 36,10/5/2022,Granada,1,4,0,0,Athletic Club,0,1,0,1,Jose Maria Sanchez Martinez,5.75,0.27,Estadio Nuevo Los Carmenes,"Granada, Spain",16638.0
Round 36,10/5/2022,Barcelona,3,3,0,0,Celta,1,0,1,0,Miguel Angel Ortiz Arias,5.09,0.35,Spotify Camp Nou,"Barcelona, Spain",55899.0
Round 36,11/5/2022,Alavés,2,3,0,0,Espanyol,1,2,0,1,Valentin Pizarro Gomez,5.04,0.33,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 36,11/5/2022,Osasuna,1,2,0,0,Getafe,1,4,1,0,Alejandro Muniz Ruiz,5.37,0.49,Estadio El Sadar,"Pamplona, Spain",
Round 36,11/5/2022,Sevilla,0,4,0,0,Mallorca,0,6,0,0,Alejandro Hernandez,5.51,0.27,Ramón Sánchez Pizjuán,"Seville, Spain",
Round 36,11/5/2022,Elche,0,2,0,0,Atl. Madrid,2,2,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio Martínez Valero,"Elche, Spain",
Round 36,12/5/2022,Real Sociedad,3,4,0,0,Cádiz,0,2,0,0,Juan Martinez Munuera,4.9,0.19,Reale Arena,"San Sebastian, Spain",
Round 36,12/5/2022,Rayo Vallecano,1,5,0,0,Villarreal,5,2,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Estadio de Vallecas,"Madrid, Spain",
Round 36,12/5/2022,Real Madrid,6,2,0,0,Levante,0,1,0,0,Adrian Cordero Vega,5.32,0.22,Santiago Bernabéu,"Madrid, Spain",
Round 35,6/5/2022,Levante,2,2,0,0,Real Sociedad,1,3,0,0,Javier Alberola Rojas,3.7,0.15,Ciudad de Valencia,"Valencia, Spain",
Round 35,7/5/2022,Mallorca,2,3,0,0,Granada,6,2,0,0,Ricardo De Burgos Bengoetxea,4.95,0.17,Estadi de Son Moix,"Palma, Spain",
Round 35,7/5/2022,Athletic Club,0,4,0,0,Valencia,0,3,0,1,Isidro Diaz de Mera Escuderos,6.35,0.35,San Mamés,"Bilbao, Spain",41091.0
Round 35,7/5/2022,Cádiz,3,1,0,0,Elche,0,0,1,0,Alejandro Hernandez,5.51,0.27,Estadio Ramon de Carranza,"Cadiz, Spain",
Round 35,7/5/2022,Celta,4,1,0,0,Alavés,0,3,1,0,Guillermo Cuadra Fernandez,5.03,0.27,Municipal de Balaidos,"Vigo, Spain",
Round 35,7/5/2022,Betis,1,1,0,0,Barcelona,2,2,0,0,Antonio Mateu Lahoz,5.18,0.22,Benito Villamarin,"Seville, Spain",
Round 35,8/5/2022,Getafe,0,3,0,0,Rayo Vallecano,0,4,0,0,Mario Melero Lopez,5.55,0.21,Coliseum Alfonso Pérez,"Getafe, Spain",10125.0
Round 35,8/5/2022,Villarreal,1,3,0,0,Sevilla,1,0,0,0,Jesus Gil Manzano,5.27,0.26,Estadio de la Ceramica,"Villarreal, Spain",17461.0
Round 35,8/5/2022,Espanyol,1,1,0,0,Osasuna,1,3,0,0,Santiago Jaime Latre,5.58,0.22,RCDE Stadium,"Cornella, Spain",18903.0
Round 35,8/5/2022,Atl. Madrid,1,2,0,0,Real Madrid,0,4,0,0,Cesar Soto Grado,5.5,0.2,Cívitas Metropolitano,"Madrid, Spain",63874.0
Round 34,29/04/22,Sevilla,1,2,0,0,Cádiz,1,2,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Ramón Sánchez Pizjuán,"Seville, Spain",37113.0
Round 34,30/04/22,Alavés,2,5,0,0,Villarreal,1,2,0,0,Miguel Angel Ortiz Arias,5.09,0.35,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 34,30/04/22,Real Madrid,4,2,0,0,Espanyol,0,0,0,0,José Luis Munuera Montero,4.75,0.37,Santiago Bernabéu,"Madrid, Spain",
Round 34,30/04/22,Valencia,1,4,1,0,Levante,1,3,0,0,Jorge Figueroa Vazquez,4.82,0.36,Mestalla,"Valencia, Spain",35099.0
Round 34,30/04/22,Athletic Club,2,3,0,0,Atl. Madrid,0,3,0,0,Antonio Mateu Lahoz,5.18,0.22,San Mamés,"Bilbao, Spain",43398.0
Round 34,1/5/2022,Elche,1,4,0,0,Osasuna,1,2,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio Martínez Valero,"Elche, Spain",16305.0
Round 34,1/5/2022,Granada,1,1,0,0,Celta,1,3,0,0,Juan Martinez Munuera,4.9,0.19,Estadio Nuevo Los Carmenes,"Granada, Spain",15036.0
Round 34,1/5/2022,Rayo Vallecano,1,2,0,0,Real Sociedad,1,1,0,0,Alejandro Muniz Ruiz,5.37,0.49,Estadio de Vallecas,"Madrid, Spain",9395.0
Round 34,1/5/2022,Barcelona,2,2,0,0,Mallorca,1,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Spotify Camp Nou,"Barcelona, Spain",62789.0
Round 34,2/5/2022,Getafe,0,1,0,0,Betis,0,1,0,0,Adrian Cordero Vega,5.32,0.22,Coliseum Alfonso Pérez,"Getafe, Spain",9916.0
Round 33,19/04/22,Mallorca,2,2,0,0,Alavés,1,6,0,0,Cesar Soto Grado,5.5,0.2,Estadi de Son Moix,"Palma, Spain",15264.0
Round 33,19/04/22,Betis,0,2,1,0,Elche,1,3,0,0,Javier Alberola Rojas,3.7,0.15,Benito Villamarin,"Seville, Spain",43257.0
Round 33,19/04/22,Villarreal,2,2,0,0,Valencia,0,3,0,0,José Luis Munuera Montero,4.75,0.37,Estadio de la Ceramica,"Villarreal, Spain",13570.0
Round 33,20/04/22,Atl. Madrid,0,4,0,0,Granada,0,5,0,0,Jesus Gil Manzano,5.27,0.26,Cívitas Metropolitano,"Madrid, Spain",43517.0
Round 33,20/04/22,Celta,0,2,0,0,Getafe,2,5,0,0,Santiago Jaime Latre,5.58,0.22,Municipal de Balaidos,"Vigo, Spain",
Round 33,20/04/22,Osasuna,1,1,0,0,Real Madrid,3,3,0,0,Ricardo De Burgos Bengoetxea,4.95,0.17,Estadio El Sadar,"Pamplona, Spain",21360.0
Round 33,21/04/22,Espanyol,0,4,0,0,Rayo Vallecano,1,4,0,0,Antonio Mateu Lahoz,5.18,0.22,RCDE Stadium,"Cornella, Spain",11873.0
Round 33,21/04/22,Levante,2,1,0,0,Sevilla,3,5,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Ciudad de Valencia,"Valencia, Spain",18107.0
Round 33,21/04/22,Cádiz,2,3,0,0,Athletic Club,3,4,0,1,Valentin Pizarro Gomez,5.04,0.33,Estadio Ramon de Carranza,"Cadiz, Spain",17360.0
Round 33,21/04/22,Real Sociedad,0,1,0,0,Barcelona,1,2,0,0,Carlos Del Cerro Grande,4.81,0.22,Reale Arena,"San Sebastian, Spain",35128.0
Round 32,15/04/22,Real Sociedad,0,3,1,0,Betis,0,4,0,0,Isidro Diaz de Mera Escuderos,6.35,0.35,Reale Arena,"San Sebastian, Spain",
Round 32,16/04/22,Elche,3,2,0,0,Mallorca,0,3,0,0,Jose Maria Sanchez Martinez,5.75,0.27,Estadio Martínez Valero,"Elche, Spain",
Round 32,16/04/22,Alavés,1,2,0,0,Rayo Vallecano,0,3,1,0,Juan Martinez Munuera,4.9,0.19,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",
Round 32,16/04/22,Valencia,1,2,0,0,Osasuna,2,2,0,0,Mario Melero Lopez,5.55,0.21,Mestalla,"Valencia, Spain",30148.0
Round 32,16/04/22,Getafe,1,2,0,0,Villarreal,2,0,0,0,Pablo Gonzales Fuertes,5.91,0.37,Coliseum Alfonso Pérez,"Getafe, Spain",
Round 32,17/04/22,Granada,1,4,0,1,Levante,4,2,0,0,Valentin Pizarro Gomez,5.04,0.33,Estadio Nuevo Los Carmenes,"Granada, Spain",
Round 32,17/04/22,Atl. Madrid,2,4,0,1,Espanyol,1,5,0,0,Jorge Figueroa Vazquez,4.82,0.36,Cívitas Metropolitano,"Madrid, Spain",
Round 32,17/04/22,Athletic Club,0,2,0,0,Celta,2,2,0,0,Alejandro Hernandez,5.51,0.27,San Mamés,"Bilbao, Spain",35541.0
Round 32,17/04/22,Sevilla,2,3,0,0,Real Madrid,3,4,0,0,Guillermo Cuadra Fernandez,5.03,0.27,Ramón Sánchez Pizjuán,"Seville, Spain",40629.0
Round 32,18/04/22,Barcelona,0,4,0,0,Cádiz,1,1,0,0,Santiago Jaime Latre,5.58,0.22,Spotify Camp Nou,"Barcelona, Spain",
Round 31,8/4/2022,Sevilla,4,3,0,0,Granada,2,2,0,0,Miguel Angel Ortiz Arias,5.09,0.35,Ramón Sánchez Pizjuán,"Seville, Spain",33504.0
