Round,Date,HomeTeam,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 4,17/09/16,Eibar,1,2,0,Sevilla,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Ipurua Municipal Stadium,"Eibar, Spain",4265
Round 4,17/09/16,Las Palmas,3,0,0,Málaga,1,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Gran Canaria,"Las Palmas de Gran Canaria, Spain",18980
Round 4,18/09/16,Osasuna,4,0,0,Celta,1,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Estadio El Sadar,"Pamplona, Spain",14854
Round 4,18/09/16,Athletic Club,4,0,0,Valencia,4,0,0,Jesus Gil Manzano,5.28,0.26,San Mamés,"Bilbao, Spain",40907
Round 4,18/09/16,Villarreal,2,0,0,Real Sociedad,4,0,1,Carlos Clos Gomez,5.33,0.3,Estadio de la Ceramica,"Villarreal, Spain",18692
Round 4,18/09/16,Espanyol,4,0,0,Real Madrid,2,0,0,Alejandro Hernandez,5.52,0.27,RCDE Stadium,"Cornella, Spain",30153
Round 4,19/09/16,Alavés,3,0,0,Deportivo,4,0,0,Juan Martinez Munuera,4.9,0.19,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",16854
Round 3,09/09/16,Real Sociedad,2,0,0,Espanyol,3,0,1,Ignacio Iglesias Villanueva,5.62,0.35,Reale Arena,"San Sebastian, Spain",17739
Round 3,10/09/16,Celta,1,0,0,Atl. Madrid,2,0,0,Santiago Jaime Latre,5.58,0.22,Municipal de Balaidos,"Vigo, Spain",18064
Round 3,10/09/16,Real Madrid,2,0,0,Osasuna,3,0,1,David Fernandez Borbalan,5.63,0.31,Santiago Bernabéu,"Madrid, Spain",69567
Round 3,10/09/16,Málaga,2,0,0,Villarreal,1,0,0,Alberto Undiano,4.53,0.14,La Rosaleda,"Malaga, Spain",21800
Round 3,10/09/16,Sevilla,2,0,0,Las Palmas,5,0,1,Juan Martinez Munuera,4.9,0.19,Ramón Sánchez Pizjuán,"Seville, Spain",34060
Round 3,10/09/16,Barcelona,1,0,0,Alavés,1,0,0,Mario Melero Lopez,5.53,0.2,Spotify Camp Nou,"Barcelona, Spain",74237
Round 3,11/09/16,Sporting,0,0,0,Leganés,2,0,0,Inaki Vicandi Garrido,4.39,0.32,El Molinón,"Gijon, Spain",22682
Round 3,11/09/16,Valencia,2,1,0,Betis,4,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Mestalla,"Valencia, Spain",36789
Round 3,11/09/16,Granada,2,0,0,Eibar,0,1,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Estadio Nuevo Los Carmenes,"Granada, Spain",15883
Round 3,11/09/16,Deportivo,2,0,0,Athletic Club,3,0,0,Javier Estrada Fernandez,5.38,0.25,Riazor,"La Coruna, Spain",23245
Round 2,26/08/16,Betis,0,0,0,Deportivo,2,0,0,Carlos Clos Gomez,5.33,0.3,Benito Villamarin,"Seville, Spain",34543
Round 2,26/08/16,Espanyol,2,0,0,Málaga,4,0,0,Jesus Gil Manzano,5.28,0.26,RCDE Stadium,"Cornella, Spain",17725
Round 2,27/08/16,Eibar,2,0,0,Valencia,2,0,0,Alejandro Hernandez,5.52,0.27,Ipurua Municipal Stadium,"Eibar, Spain",4419
Round 2,27/08/16,Osasuna,2,0,0,Real Sociedad,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Estadio El Sadar,"Pamplona, Spain",16610
Round 2,27/08/16,Real Madrid,0,0,0,Celta,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Santiago Bernabéu,"Madrid, Spain",65684
Round 2,27/08/16,Leganés,3,0,0,Atl. Madrid,1,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Estadio Municipal de Butarque,"Leganes, Spain",10958
Round 2,28/08/16,Alavés,1,0,0,Sporting,1,0,0,José Luis Munuera Montero,4.75,0.37,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",16236
Round 2,28/08/16,Las Palmas,5,0,0,Granada,1,0,0,Daniel Ocon Arraiz,5.11,0.19,Gran Canaria,"Las Palmas de Gran Canaria, Spain",18837
Round 2,28/08/16,Athletic Club,5,0,0,Barcelona,4,0,0,Antonio Mateu Lahoz,5.18,0.22,San Mamés,"Bilbao, Spain",46365
Round 2,28/08/16,Villarreal,1,0,0,Sevilla,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio de la Ceramica,"Villarreal, Spain",18740
Round 1,19/08/16,Málaga,2,0,0,Osasuna,3,0,0,Santiago Jaime Latre,5.58,0.22,La Rosaleda,"Malaga, Spain",22199
Round 1,19/08/16,Deportivo,3,0,0,Eibar,3,0,0,Mario Melero Lopez,5.53,0.2,Riazor,"La Coruna, Spain",22374
Round 1,20/08/16,Barcelona,1,0,0,Betis,3,0,0,Alberto Undiano,4.53,0.14,Spotify Camp Nou,"Barcelona, Spain",65731
Round 1,20/08/16,Granada,2,0,0,Villarreal,3,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio Nuevo Los Carmenes,"Granada, Spain",15101
Round 1,20/08/16,Sevilla,2,0,0,Espanyol,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",29399
Round 1,21/08/16,Sporting,3,0,0,Athletic Club,3,0,0,Carlos Clos Gomez,5.33,0.3,El Molinón,"Gijon, Spain",25340
Round 1,21/08/16,Real Sociedad,3,0,0,Real Madrid,3,0,0,Juan Martinez Munuera,4.9,0.19,Reale Arena,"San Sebastian, Spain",27720
Round 1,21/08/16,Atl. Madrid,0,0,0,Alavés,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Vicente Calderón,"Madrid, Spain",27720
Round 1,22/08/16,Celta,4,0,0,Leganés,1,1,0,José Luis Munuera Montero,4.75,0.37,Municipal de Balaidos,"Vigo, Spain",16578
Round 1,22/08/16,Valencia,2,0,0,Las Palmas,2,0,0,Inaki Vicandi Garrido,4.39,0.32,Mestalla,"Valencia, Spain",37144
