Round,Date,HomeTeam,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 6,25/09/17,Betis,1,0,0,Levante,0,0,0,Pablo Gonzales Fuertes,5.91,0.37,Benito Villamarin,"Seville, Spain",48237
Round 5,19/09/17,Valencia,0,0,0,Málaga,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Mestalla,"Valencia, Spain",36215
Round 5,19/09/17,Barcelona,0,0,0,Eibar,2,0,0,Alejandro Hernandez,5.52,0.27,Spotify Camp Nou,"Barcelona, Spain",51645
Round 5,20/09/17,Athletic Club,0,0,0,Atl. Madrid,2,0,0,Javier Estrada Fernandez,5.38,0.25,San Mamés,"Bilbao, Spain",43381
Round 5,20/09/17,Leganés,2,0,0,Girona,3,0,0,Mario Melero Lopez,5.53,0.2,Estadio Municipal de Butarque,"Leganes, Spain",9781
Round 5,20/09/17,Deportivo,0,0,0,Alavés,2,0,0,David Medie Jimenez,4.94,0.31,Riazor,"La Coruna, Spain",
Round 5,20/09/17,Real Madrid,0,0,0,Betis,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Santiago Bernabéu,"Madrid, Spain",65102
Round 5,20/09/17,Sevilla,2,0,0,Las Palmas,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",35317
Round 5,21/09/17,Villarreal,5,0,0,Espanyol,2,0,0,José Luis Munuera Montero,4.75,0.37,Estadio de la Ceramica,"Villarreal, Spain",17094
Round 5,21/09/17,Celta,2,0,0,Getafe,4,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Municipal de Balaidos,"Vigo, Spain",15068
Round 5,21/09/17,Levante,2,0,0,Real Sociedad,1,0,1,Jesus Gil Manzano,5.28,0.26,Ciudad de Valencia,"Valencia, Spain",17632
Round 4,15/09/17,Eibar,2,0,0,Leganés,5,0,0,Juan Martinez Munuera,4.9,0.19,Ipurua Municipal Stadium,"Eibar, Spain",4986
Round 4,16/09/17,Levante,2,0,0,Valencia,1,0,0,Carlos Del Cerro Grande,4.81,0.22,Ciudad de Valencia,"Valencia, Spain",23084
Round 4,16/09/17,Getafe,2,0,0,Barcelona,4,0,0,David Fernandez Borbalan,5.63,0.31,Coliseum Alfonso Pérez,"Getafe, Spain",15164
Round 4,16/09/17,Betis,2,0,0,Deportivo,3,0,0,Alberto Undiano,4.53,0.14,Benito Villamarin,"Seville, Spain",46174
Round 4,16/09/17,Atl. Madrid,2,0,0,Málaga,2,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Cívitas Metropolitano,"Madrid, Spain",63114
Round 4,17/09/17,Alavés,2,0,0,Villarreal,2,0,0,Santiago Jaime Latre,5.58,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",18124
Round 4,17/09/17,Girona,2,0,0,Sevilla,5,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Estadi Montilivi,"Girona, Spain",11032
Round 4,17/09/17,Las Palmas,2,0,0,Athletic Club,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,Gran Canaria,"Las Palmas de Gran Canaria, Spain",19213
Round 4,17/09/17,Real Sociedad,3,0,0,Real Madrid,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Reale Arena,"San Sebastian, Spain",24966
Round 4,18/09/17,Espanyol,1,0,0,Celta,4,0,0,Javier Alberola Rojas,3.71,0.15,RCDE Stadium,"Cornella, Spain",15026
Round 3,08/09/17,Leganés,1,0,0,Getafe,2,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Estadio Municipal de Butarque,"Leganes, Spain",11454
Round 3,09/09/17,Real Madrid,2,1,0,Levante,3,0,0,Alejandro Hernandez,5.52,0.27,Santiago Bernabéu,"Madrid, Spain",67789
Round 3,09/09/17,Valencia,1,0,0,Atl. Madrid,0,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Mestalla,"Valencia, Spain",43859
Round 3,09/09/17,Sevilla,1,0,0,Eibar,1,0,0,Antonio Mateu Lahoz,5.18,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",32469
Round 3,09/09/17,Barcelona,1,0,0,Espanyol,5,0,0,Jesus Gil Manzano,5.28,0.26,Spotify Camp Nou,"Barcelona, Spain",72857
Round 3,10/09/17,Deportivo,1,0,0,Real Sociedad,3,0,0,José Luis Munuera Montero,4.75,0.37,Riazor,"La Coruna, Spain",21942
Round 3,10/09/17,Athletic Club,4,0,0,Girona,6,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,San Mamés,"Bilbao, Spain",39952
Round 3,10/09/17,Celta,4,0,0,Alavés,4,0,0,Mario Melero Lopez,5.53,0.2,Municipal de Balaidos,"Vigo, Spain",6133
Round 3,10/09/17,Villarreal,3,0,0,Betis,0,0,0,David Medie Jimenez,4.94,0.31,Estadio de la Ceramica,"Villarreal, Spain",18638
Round 3,11/09/17,Málaga,4,0,0,Las Palmas,2,0,0,Javier Estrada Fernandez,5.38,0.25,La Rosaleda,"Malaga, Spain",22697
Round 2,25/08/17,Real Sociedad,2,0,0,Villarreal,2,0,0,Javier Estrada Fernandez,5.38,0.25,Reale Arena,"San Sebastian, Spain",19931
Round 2,25/08/17,Betis,2,0,0,Celta,2,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,Benito Villamarin,"Seville, Spain",45761
Round 2,26/08/17,Alavés,2,0,0,Barcelona,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",14934
Round 2,26/08/17,Girona,3,0,0,Málaga,4,0,0,Santiago Jaime Latre,5.58,0.22,Estadi Montilivi,"Girona, Spain",9748
Round 2,26/08/17,Levante,1,0,1,Deportivo,2,0,0,Javier Alberola Rojas,3.71,0.15,Ciudad de Valencia,"Valencia, Spain",16345
Round 2,26/08/17,Las Palmas,4,0,0,Atl. Madrid,1,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Gran Canaria,"Las Palmas de Gran Canaria, Spain",20384
Round 2,27/08/17,Eibar,2,0,1,Athletic Club,1,0,0,Jose Maria Sanchez Martinez,5.72,0.28,Ipurua Municipal Stadium,"Eibar, Spain",5932
Round 2,27/08/17,Espanyol,3,0,0,Leganés,3,0,0,Pablo Gonzales Fuertes,5.91,0.37,RCDE Stadium,"Cornella, Spain",18383
Round 2,27/08/17,Getafe,0,0,0,Sevilla,1,0,0,Alberto Undiano,4.53,0.14,Coliseum Alfonso Pérez,"Getafe, Spain",10039
Round 2,27/08/17,Real Madrid,3,0,0,Valencia,5,0,0,David Fernandez Borbalan,5.63,0.31,Santiago Bernabéu,"Madrid, Spain",65107
Round 1,18/08/17,Leganés,0,0,0,Alavés,1,0,0,José Luis Munuera Montero,4.75,0.37,Estadio Municipal de Butarque,"Leganes, Spain",9231
Round 1,18/08/17,Valencia,3,0,0,Las Palmas,3,1,0,Jesus Gil Manzano,5.28,0.26,Mestalla,"Valencia, Spain",35971
Round 1,19/08/17,Celta,3,0,0,Real Sociedad,1,0,0,Antonio Mateu Lahoz,5.18,0.22,Municipal de Balaidos,"Vigo, Spain",16961
Round 1,19/08/17,Girona,2,0,0,Atl. Madrid,4,1,0,Juan Martinez Munuera,4.9,0.19,Estadi Montilivi,"Girona, Spain",11511
Round 1,19/08/17,Sevilla,2,1,0,Espanyol,4,0,0,Alejandro Hernandez,5.52,0.27,Ramón Sánchez Pizjuán,"Seville, Spain",30487
Round 1,20/08/17,Athletic Club,1,0,0,Getafe,4,0,1,Mario Melero Lopez,5.53,0.2,San Mamés,"Bilbao, Spain",37884
Round 1,20/08/17,Barcelona,2,0,0,Betis,1,0,0,Daniel Jesus Trujillo Suarez,4.75,0.26,Spotify Camp Nou,"Barcelona, Spain",56480
Round 1,20/08/17,Deportivo,5,0,0,Real Madrid,2,0,1,Jose Luis Gonzalez Gonzalez,4.82,0.22,Riazor,"La Coruna, Spain",27770
Round 1,21/08/17,Levante,1,0,0,Villarreal,3,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Ciudad de Valencia,"Valencia, Spain",19500
Round 1,21/08/17,Málaga,2,0,0,Eibar,3,0,0,David Medie Jimenez,4.94,0.31,La Rosaleda,"Malaga, Spain",24753
